timestamp,frame_number,error_cmd_x1,error_cmd_y1,error_cmd_x2,error_cmd_y2,error_cmd_x3,error_cmd_y3
0.7183353900909424,1,125.0,-74.0,-73.0,-81.0
2.015573024749756,2,125.0,-72.0,-74.0,-81.0
2.1412014961242676,3,125.0,-74.0,-73.0,-80.0
2.2601137161254883,4,124.0,-75.0,-72.0,-80.0
2.3787171840667725,5,123.0,-74.0,-71.0,-80.0
2.4998624324798584,6,120.0,-74.0,-71.0,-79.0
2.6202774047851562,7,118.0,-74.0,-71.0,-78.0
2.7391042709350586,8,116.0,-73.0,-70.0,-78.0
2.8572988510131836,9,114.0,-73.0,-70.0,-77.0
2.975762367248535,10,112.0,-72.0,-70.0,-77.0
3.0962960720062256,11,109.0,-71.0,-69.0,-76.0
3.21621036529541,12,107.0,-70.0,-69.0,-74.0
3.336322784423828,13,104.0,-69.0,-68.0,-73.0
3.4542932510375977,14,102.0,-68.0,-67.0,-71.0
3.572321891784668,15,100.0,-68.0,-67.0,-72.0
3.6904337406158447,16,97.0,-68.0,-66.0,-72.0
3.8083744049072266,17,95.0,-68.0,-66.0,-72.0
3.929321765899658,18,92.0,-67.0,-66.0,-71.0
4.048644304275513,19,90.0,-66.0,-65.0,-70.0
4.167962551116943,20,87.0,-65.0,-64.0,-68.0
4.2878172397613525,21,84.0,-65.0,-64.0,-67.0
4.408267974853516,22,82.0,-64.0,-63.0,-67.0
4.52863335609436,23,79.0,-64.0,-63.0,-68.0
4.64820671081543,24,77.0,-64.0,-62.0,-68.0
4.766893148422241,25,73.0,-64.0,-62.0,-68.0
4.885021686553955,26,71.0,-63.0,-62.0,-67.0
5.0041046142578125,27,68.0,-63.0,-61.0,-66.0
5.124154090881348,28,65.0,-62.0,-59.0,-65.0
5.244403123855591,29,62.0,-61.0,-59.0,-64.0
5.365062952041626,30,59.0,-60.0,-58.0,-63.0
5.4836647510528564,31,56.0,-60.0,-58.0,-62.0
5.602828741073608,32,53.0,-59.0,-57.0,-61.0
5.720366954803467,33,49.0,-58.0,-56.0,-60.0
5.838285207748413,34,47.0,-57.0,-55.0,-59.0
5.958066463470459,35,43.0,-56.0,-54.0,-58.0
6.078114748001099,36,40.0,-56.0,-53.0,-56.0
6.1984264850616455,37,37.0,-55.0,-53.0,-55.0
6.3160789012908936,38,34.0,-55.0,-53.0,-54.0
6.436112880706787,39,31.0,-53.0,-52.0,-54.0
6.554020643234253,40,27.0,-53.0,-51.0,-54.0
6.670262336730957,41,23.0,-53.0,-50.0,-53.0
6.7883501052856445,42,19.0,-52.0,-49.0,-52.0
6.901724576950073,43,16.0,-51.0,-48.0,-51.0
7.015127420425415,44,13.0,-50.0,-48.0,-51.0
7.128890037536621,45,9.0,-49.0,-47.0,-50.0
7.244233131408691,46,6.0,-49.0,-47.0,-49.0
7.359982252120972,47,1.0,-48.0,-45.0,-48.0
7.474085569381714,48,-2.0,-47.0,-44.0,-47.0
7.592198610305786,49,-6.0,-47.0,-43.0,-45.0
7.7100160121917725,50,-9.0,-46.0,-43.0,-43.0
7.828132390975952,51,-14.0,-45.0,-41.0,-42.0
7.947209358215332,52,-18.0,-44.0,-41.0,-41.0
8.06489610671997,53,-22.0,-44.0,-40.0,-40.0
8.182255029678345,54,-26.0,-43.0,-39.0,-39.0
8.300872564315796,55,-30.0,-43.0,-38.0,-38.0
8.421188354492188,56,-34.0,-42.0,-36.0,-37.0
8.539664506912231,57,-37.0,-41.0,-35.0,-35.0
8.658690452575684,58,-39.0,-40.0,-34.0,-34.0
8.775066375732422,59,-40.0,-39.0,-33.0,-33.0
8.895319938659668,60,-41.0,-38.0,-31.0,-31.0
9.00916576385498,61,-41.0,-37.0,-30.0,-30.0
9.123046159744263,62,-40.0,-37.0,-30.0,-28.0
9.236835956573486,63,-40.0,-36.0,-28.0,-27.0
9.35246729850769,64,-39.0,-36.0,-27.0,-26.0
9.46928858757019,65,-38.0,-34.0,-26.0,-24.0
9.585637331008911,66,-37.0,-33.0,-24.0,-22.0
9.704344987869263,67,-35.0,-32.0,-23.0,-20.0
9.82248067855835,68,-34.0,-31.0,-21.0,-19.0
9.942188024520874,69,-32.0,-31.0,-20.0,-17.0
10.062105894088745,70,-29.0,-29.0,-19.0,-16.0
10.183037281036377,71,-27.0,-28.0,-17.0,-14.0
10.302401781082153,72,-26.0,-26.0,-16.0,-14.0
10.42294979095459,73,-24.0,-24.0,-14.0,-13.0
10.543368577957153,74,-22.0,-21.0,-12.0,-11.0
10.66360330581665,75,-20.0,-19.0,-11.0,-11.0
10.781510829925537,76,-19.0,-17.0,-10.0,-10.0
10.900259017944336,77,-18.0,-15.0,-8.0,-8.0
11.018476486206055,78,-17.0,-13.0,-6.0,-7.0
11.139055490493774,79,-15.0,-11.0,-5.0,-6.0
11.258689403533936,80,-13.0,-8.0,-5.0,-4.0
11.376006841659546,81,-12.0,-7.0,-4.0,-3.0
11.495612382888794,82,-11.0,-6.0,-3.0,-2.0
11.615278244018555,83,-10.0,-5.0,-2.0,-2.0
11.73425555229187,84,-9.0,-4.0,-2.0,-2.0
11.849330186843872,85,-8.0,-3.0,-1.0,-2.0
11.96707272529602,86,-7.0,-2.0,0.0,-2.0
12.085161924362183,87,-6.0,-2.0,0.0,-2.0
12.20277738571167,88,-5.0,-2.0,1.0,-2.0
12.321974277496338,89,-4.0,-2.0,1.0,-1.0
12.43982720375061,90,-4.0,-1.0,1.0,-1.0
12.558423519134521,91,-3.0,-1.0,1.0,-1.0
12.672028064727783,92,-2.0,-1.0,1.0,-1.0
12.786376237869263,93,-2.0,-1.0,1.0,-1.0
12.905815362930298,94,-2.0,-1.0,1.0,-1.0
13.023063898086548,95,-2.0,-1.0,1.0,-1.0
13.139919519424438,96,-1.0,-1.0,1.0,-1.0
13.257925510406494,97,-1.0,-1.0,2.0,-1.0
13.377005100250244,98,-1.0,0.0,2.0,-1.0
13.49372410774231,99,-1.0,0.0,1.0,-1.0
13.612853527069092,100,-1.0,0.0,1.0,-1.0
13.731127738952637,101,0.0,0.0,1.0,-2.0
13.85108470916748,102,0.0,0.0,1.0,-2.0
13.969939708709717,103,0.0,0.0,2.0,-1.0
14.089501142501831,104,0.0,0.0,2.0,-1.0
14.209930419921875,105,-1.0,0.0,2.0,-1.0
14.329718828201294,106,0.0,0.0,1.0,-1.0
14.449270725250244,107,0.0,0.0,1.0,-1.0
14.56690764427185,108,0.0,-1.0,1.0,-2.0
14.683799982070923,109,0.0,0.0,1.0,-2.0
14.804130792617798,110,0.0,0.0,1.0,-1.0
14.924414157867432,111,-1.0,0.0,2.0,-1.0
