xc_velocity,yc_velocity,width_mid_x_velocity,width_mid_y_velocity,height_mid_x_velocity,height_mid_y_velocity,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5
0.0,0.0,-26.835816884737206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-28.335488403829203,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-27.070504711501297,27.070504711501297,0.0,0.0,0.0,0.0,0.0,0.0
-26.572463951749853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.86027584761178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,27.852843520068074,0.0,27.852843520068074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-28.69744656394543,0.0,-28.69744656394543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,26.88880483630048,-26.88880483630048,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,25.71662262334687,0.0,0.0,25.71662262334687,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-26.937849623963633,0.0,-26.937849623963633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-26.49876487051674,0.0,0.0,0.0,-26.49876487051674,0.0,0.0,0.0,0.0,0.0,0.0
0.0,24.981262433143957,24.981262433143957,0.0,24.981262433143957,24.981262433143957,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-25.680565249868362,0.0,-25.680565249868362,-25.680565249868362,0.0,0.0,0.0,0.0,0.0,0.0
-27.43473113426613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.593742187602796,0.0,0.0,0.0,0.0,27.593742187602796,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,26.75826166841046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-28.458147029887783,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-31.89221001406693,0.0,0.0,0.0,-31.89221001406693,31.89221001406693,0.0,0.0,0.0,0.0,0.0,0.0
29.21109300349621,0.0,29.21109300349621,0.0,29.21109300349621,0.0,-2.0674655314530358e-10,6.513099288520701e-10,1.069905391483491e-09,1.7899491267751715e-09,5.694126570417325e-10,-7.46145299818893e-13
0.0,0.0,-28.323242418308222,0.0,0.0,0.0,7.058016354119508e-05,0.0023602145363235,0.0043564341171523,0.0010715901910382,-0.0003212646118781,0.0004939558905668
0.0,-28.288857264259804,0.0,-28.288857264259804,0.0,-56.57771452851961,0.0015260530884476,0.0049395689505087,0.0044882936646541,-0.0005031770654581,-0.0021696173122779,0.0014905417213439
30.651826625839508,-30.651826625839508,0.0,0.0,30.651826625839508,-30.651826625839508,0.003529432509463,0.0053578912761611,0.0027870531540863,-0.0085550351197144,-0.0015308512912436,0.0004863390866338
0.0,0.0,0.0,0.0,0.0,0.0,0.004684008457162,0.0089512637338431,0.0049768625332415,-0.005189732746047,-0.0012773271289429,-0.0001771436449268
0.0,0.0,0.0,-33.906791375979275,33.906791375979275,0.0,0.0062390808591241,0.0125179008594761,0.0088069940968649,-0.0033963420466228,-0.0004116118268475,-0.001886862681063
30.06389368732671,120.25557474930685,0.0,-30.06389368732671,30.06389368732671,90.19168106198013,0.0065643992189872,0.0119409546811655,0.0081065625332357,-0.0175756024049463,-0.0050250551650442,-0.0006428013523245
0.0,28.09162268599145,56.1832453719829,-28.09162268599145,0.0,56.1832453719829,0.0051862751665995,0.0129602601558887,0.0049042788025159,-0.0215247841179038,-0.0058677019285403,0.0017045384143976
82.6941812016142,0.0,137.82363533602367,0.0,137.82363533602367,55.129454134409464,0.0042442207527116,0.0183618596742677,0.0060953564240864,-0.0172356270597637,-0.0055148842550595,0.0047011456968151
0.0,-26.997496121885476,0.0,0.0,0.0,-26.997496121885476,0.0071625059400383,0.020241164750426,0.012693417544024,-0.0216078523876269,-0.006498759355005,0.0035188758586737
26.634729322114662,-53.269458644229324,26.634729322114662,-53.269458644229324,0.0,-79.90418796634398,0.0058935394825206,0.0255521329312242,0.0188236076580376,-0.004671043224476,0.0009344310056349,0.0024946862316377
0.0,26.12004135062088,0.0,-26.12004135062088,0.0,26.12004135062088,0.0086747382687124,0.0236179709305456,0.0123187336036857,-0.0311189546186359,-0.0083832108782525,0.0016913858654712
26.899496552829913,-107.59798621131965,26.899496552829913,0.0,-26.899496552829913,-53.798993105659825,0.0127047432241648,0.0265954719847789,0.0170046256145548,-0.0335489889941795,-0.0102273652761253,0.0058658453000791
84.55689805792625,-28.185632685975417,140.9281634298771,0.0,112.74253074390167,28.185632685975417,0.0160863913615755,0.0374635146257795,0.0225220489054268,-0.0423247240343152,-0.013789052924148,0.0093021723315993
0.0,-27.23414865365014,-27.23414865365014,-108.93659461460057,-27.23414865365014,-54.46829730730028,0.0185789096831344,0.0388598447593294,0.0243040079455749,-0.0452422741005018,-0.0123313640265818,0.0059902702848972
-56.49236654073313,0.0,-141.23091635183283,-112.98473308146626,-141.23091635183283,-112.98473308146626,0.0183691782944186,0.0453436348686089,0.0302621655630581,-0.0310565385909501,-0.0097902367588765,0.0082499795243712
27.702729122084016,-55.40545824416803,0.0,-55.40545824416803,-27.702729122084016,-83.10818736625204,0.0246431760100621,0.0456362799236203,0.0289101200929804,-0.0597776675721448,-0.0164802458434929,0.0047913461904772
118.13193823448647,-29.532984558621617,118.13193823448647,-29.532984558621617,118.13193823448647,0.0,0.0490487068216813,0.0257687620914255,0.0312174655351271,-0.0578165108444311,0.0002455389475744,-0.0038510094136608
61.884340442483754,0.0,61.884340442483754,-30.942170221241877,61.884340442483754,0.0,0.0408416247803973,0.0156788677866047,0.026630032526646,-0.0630667079115734,-0.0029001844023458,0.0171166222134368
118.20268289933517,0.0,147.75335362416897,0.0,206.85469507383655,29.550670724833793,0.037853148070645,0.0096964071307368,0.0217771351469504,-0.0544006798047284,-0.0055849949760509,0.0038464026814775
62.2891766662707,0.0,124.5783533325414,-31.14458833313535,93.43376499940605,31.14458833313535,0.0344617925091914,0.009061616190198,0.0183096174663559,-0.049221203096655,-0.0029436364189854,0.0059412166908381
106.5998411538584,0.0,106.5998411538584,-26.6499602884646,79.94988086539381,0.0,0.0290483778215316,0.0053785963409531,0.0149725186395765,-0.0467271936238104,-0.0016316294603765,0.004941059624939
83.54798913729114,0.0,55.698659424860764,0.0,111.39731884972153,0.0,0.0230338717689184,0.0035388335893092,0.0144934679629412,-0.0360077824478945,-0.0007651364518351,0.0114348563103247
0.0,-32.57560036037164,0.0,-32.57560036037164,0.0,-32.57560036037164,0.0197869779006182,0.0102544139842428,0.0171910147296438,-0.0089723107483881,0.002152715876607,0.0069745207395197
30.9807953672517,-30.9807953672517,0.0,0.0,30.9807953672517,-30.9807953672517,0.0217248937148581,0.0044335428488699,0.0098603969311551,-0.0317522610522915,0.0006504592308654,-0.000487998239412
51.80519496560158,0.0,51.80519496560158,0.0,51.80519496560158,0.0,0.0165591063297868,0.0032414862694481,0.0103948140942711,-0.024338055707356,0.0004366144814246,0.0039266048153824
0.0,0.0,-27.7036440135008,-27.7036440135008,0.0,-27.7036440135008,0.014911834190326,0.0082734247155661,0.0081116093784724,-0.0070723858961299,0.0017855785991264,-0.0014014466424209
26.129804757098896,0.0,26.129804757098896,0.0,0.0,0.0,0.0135023161787504,0.000888111635968,0.0071024386255946,-0.0270098262007998,-0.0011776195677132,0.0006090557852274
26.741201672957313,-26.741201672957313,53.482403345914626,0.0,26.741201672957313,0.0,0.0107123894145812,0.001499281691542,0.0058010531188132,-0.020711530531771,-0.0009808701064911,0.0059515867776195
0.0,0.0,0.0,26.429136735979885,-52.85827347195977,0.0,0.0084905512338737,0.0008193091202238,0.0027054872881732,-0.013901223596801,6.804804087900095e-05,-0.0004773973417032
0.0,0.0,0.0,0.0,27.06788422445227,-27.06788422445227,0.0051510493536235,0.0017188937913239,0.0048101191645111,-0.0056595531116282,0.0016093654379877,0.0002057609940238
27.146368772935865,0.0,0.0,-27.146368772935865,0.0,0.0,0.0041062568769291,0.0010816609666268,0.0030249031250707,-0.0049323216291809,0.0009831635632947,0.0006461722355854
0.0,0.0,27.278961471422285,27.278961471422285,27.278961471422285,0.0,0.0022511629869692,0.0001427692289251,0.002380792478293,-0.0033122055837826,0.0009024884526774,0.0008107684798955
0.0,-27.79599194146968,-27.79599194146968,-27.79599194146968,0.0,-27.79599194146968,-6.078020717523688e-05,-0.0002294303228223,-0.0018341681266311,-0.0014756461842902,0.0005104203010576,0.0005840652772424
0.0,0.0,0.0,27.73551992064811,0.0,0.0,0.0002437904565892,0.0005081441876049,-0.0033332617617927,0.0025103519385858,0.0011427027795172,0.0077013523613505
0.0,0.0,0.0,0.0,-27.430066248553075,27.430066248553075,0.0014040117061103,-0.0001326541379109,-0.0022535716678303,0.0052494622420419,0.0023619790920375,0.0090055043543185
0.0,31.670661079019926,0.0,-31.670661079019926,31.670661079019926,0.0,0.001963011901175,-4.8940449840770986e-05,-0.0025099852389189,0.0096962177955559,0.0048409913681466,0.0102123101988221
28.519681505708355,0.0,28.519681505708355,28.519681505708355,28.519681505708355,0.0,0.000167085727951,-0.0018112154937983,-0.0048762708552006,0.0075817250665868,0.0047306360084083,0.0184003840956993
-23.98732664207487,0.0,0.0,0.0,-23.98732664207487,0.0,-0.0005678118077668,-0.0016072900764454,-0.0036463672508111,0.0147435266072169,0.0063587468887291,0.0245836858907729
0.0,0.0,-26.807858978128362,0.0,0.0,0.0,0.0003529785361615,-0.0023762054675454,-0.0052972493289767,0.0188915881092127,0.0092132478337377,0.0255553172522128
0.0,26.596222012263567,0.0,0.0,26.596222012263567,26.596222012263567,0.0001678601866886,-0.0012473619140484,-0.0054866769687799,0.0259412117353537,0.0075100696482287,0.041282345783241
0.0,0.0,-27.72451994579773,0.0,-27.72451994579773,0.0,-0.0003263934757494,-0.0050185100417159,-0.0099896629345988,0.0133424467796063,0.0071483306027547,0.0437620460626477
0.0,0.0,28.427286590531736,28.427286590531736,28.427286590531736,0.0,-0.0015736272355887,-0.0025823342584881,-0.0064347361250795,0.0312555531268921,0.0122825681754799,0.0452726729822756
0.0,27.69376638297033,0.0,0.0,0.0,27.69376638297033,-0.0017708205784436,-0.0019437056430219,-0.0041151396851854,0.0407980510690584,0.0132749037779916,0.0528154832947344
0.0,28.391687538076244,0.0,28.391687538076244,0.0,28.391687538076244,-0.0008945981651895,-0.0054760056147793,-0.012398678887285,0.0235032451526942,0.0177053566949265,0.0437837795782084
0.0,0.0,-28.413036262269806,28.413036262269806,0.0,0.0,-0.0001654246690827,-0.0046593772161252,-0.0108080239849027,0.0396874023499877,0.0118679287952927,0.0596618011334875
0.0,28.349852650931464,0.0,28.349852650931464,0.0,28.349852650931464,0.0005331722576745,-0.0081689194645807,-0.0173016236728842,0.023740351915284,0.014260731610125,0.0567653523812972
0.0,27.94079166500131,27.94079166500131,0.0,27.94079166500131,27.94079166500131,-0.0022033530399969,-0.0044535809688118,-0.0142244439930119,0.0453809902671141,0.0244118691614374,0.0797473361792903
0.0,0.0,27.919217200292913,27.919217200292913,0.0,27.919217200292913,-0.0024849451998375,-0.0065230076199322,-0.0100652391434639,0.0507601023974184,0.020740805139431,0.0767681142316156
0.0,55.34149189531538,-27.67074594765769,0.0,0.0,27.67074594765769,-0.0014642019878278,-0.013324621542426,-0.0202443181527063,0.0213967635068347,0.0205347520056195,0.0679265538344566
0.0,0.0,0.0,27.63446612816091,0.0,0.0,-0.0022312807349528,-0.0078627737586029,-0.011424743327398,0.0574437736325556,0.0213713001558144,0.0948628102438325
0.0,27.69541216555297,-55.39082433110594,27.69541216555297,0.0,0.0,-0.0021414665578441,-0.006871570596486,-0.0157596475318853,0.0589650144326081,0.013504654213597,0.0945535352605159
-27.76544729978422,27.76544729978422,-27.76544729978422,27.76544729978422,0.0,27.76544729978422,-0.0046222674114482,-0.0093156812708591,-0.0166254930619953,0.0627376514643578,0.0318410641302906,0.1058976091307635
0.0,82.02840994282828,-27.34280331427609,82.02840994282828,0.0,54.68560662855218,-0.0014951540743571,-0.0131865607742727,-0.0160705795526591,0.0664621590548701,0.0267301150332282,0.1114860854250205
-29.010665523108635,-29.010665523108635,0.0,0.0,-87.0319965693259,0.0,0.0013028110339163,-0.0130986315356137,-0.0187815702477949,0.0706208361562983,0.0144940595139913,0.1159194765485023
0.0,26.854717162339565,0.0,53.70943432467913,26.854717162339565,53.70943432467913,-0.0024607414516021,-0.0142781353441309,-0.021224194532286,0.0773240202430085,0.0286795879112868,0.1305638510767212
-27.96109463017906,0.0,-55.92218926035812,27.96109463017906,-55.92218926035812,-55.92218926035812,0.0006712746325368,-0.0214268993759049,-0.0274212874370703,0.061979637956101,0.0162268503355939,0.1338377397874185
0.0,52.08212833328168,0.0,26.04106416664084,0.0,78.12319249992252,0.0004123709422622,-0.0202002565261451,-0.0255302548608403,0.0769050288009975,0.0250747517640879,0.1341400337384842
0.0,56.450548785001594,0.0,28.225274392500797,28.225274392500797,56.450548785001594,-0.0009088314800145,-0.0206280154077798,-0.0268340383164643,0.084758190951911,0.0339423984437946,0.137496855054225
26.755018594474638,26.755018594474638,53.510037188949276,53.510037188949276,0.0,53.510037188949276,0.0025344174232169,-0.0238825229046228,-0.0289594288762046,0.116062062509234,0.0137053634622677,0.1690768093807116
0.0,54.71985179483505,-27.359925897417526,54.71985179483505,-27.359925897417526,54.71985179483505,-0.004084595685938,-0.0345105119735763,-0.0392384393863511,0.0795478380174681,0.0351732929976774,0.1787522256652924
0.0,56.065337985055805,0.0,56.065337985055805,0.0,56.065337985055805,-0.0045867116329829,-0.0275631200817755,-0.0327180052319818,0.1173286290913501,0.0458401007151405,0.1570026140211094
-27.553138097302735,55.10627619460547,0.0,55.10627619460547,-27.553138097302735,55.10627619460547,0.0046672532044691,-0.0339630550143263,-0.0422874365263119,0.0966402155631327,0.016901190298933,0.1591430373012063
0.0,82.97993906540584,-27.659979688468617,55.319959376937234,27.659979688468617,55.319959376937234,-0.0003955937692221,-0.0405905150165686,-0.0413501211278305,0.0885654352470701,0.0332935767638769,0.1860092963423298
0.0,55.960987585139556,-27.980493792569778,55.960987585139556,0.0,55.960987585139556,-0.0021327323182817,-0.035443177945142,-0.0386451856664241,0.1222407611082248,0.0356729309492005,0.1920409724519319
0.0,80.72385742513292,26.907952475044308,80.72385742513292,26.907952475044308,80.72385742513292,0.0020366112278228,-0.0403109637343541,-0.0414582263720211,0.1149253451315971,0.0190552595390318,0.1968056319632219
0.0,85.98409184091855,-57.3227278939457,114.6454557878914,-28.66136394697285,57.3227278939457,0.0017715539653025,-0.0466540084195976,-0.0433121167224256,0.1157941524834866,0.0145757055753324,0.2023438950108598
-27.701082469801204,83.10324740940361,0.0,55.40216493960241,-27.701082469801204,83.10324740940361,-0.0063511478900928,-0.0516672146814296,-0.0411440872337638,0.1139679694238519,0.0382174024275656,0.2150409923348922
0.0,57.54213826123952,-57.54213826123952,86.31320739185928,0.0,57.54213826123952,-0.0015873544201854,-0.0544026250168562,-0.0474918883747431,0.1133069454953511,0.0321360321475761,0.2182865668465071
-27.32427801773282,109.29711207093128,0.0,54.64855603546564,-27.32427801773282,109.29711207093128,0.0038542145256806,-0.0563506154024936,-0.049597610614559,0.117009052855996,0.0206332423886224,0.2154386679744376
0.0,82.9684489545627,-27.6561496515209,82.9684489545627,0.0,55.3122993030418,0.0015235551535826,-0.0587243839171204,-0.0509361216139535,0.1180646041635044,0.0275239412281362,0.2194964621364638
0.0,49.46667374293119,0.0,74.20001061439679,-24.733336871465596,49.46667374293119,-9.931024269553435e-06,-0.0668722385394045,-0.0480455670248417,0.1251938677702371,0.0212372172130399,0.2220140364488181
0.0,27.32160817113531,27.32160817113531,27.32160817113531,-27.32160817113531,27.32160817113531,-0.0004959439171597,-0.0682611767993696,-0.0507816101407067,0.1146661543848641,0.021621402023884,0.2179035385399521
56.275210647775474,112.55042129555095,0.0,112.55042129555095,84.4128159716632,84.4128159716632,0.0078376431633185,-0.0662247705105665,-0.0529743732468161,0.1164054832675856,-0.0020660807319623,0.2037220674225778
0.0,54.47006571257894,-54.47006571257894,81.70509856886842,0.0,54.47006571257894,0.0036478805954827,-0.0611124517476577,-0.0393499351006653,0.1430064354045718,0.0009542065393626,0.1966893441335644
-27.447118719489104,82.3413561584673,-27.447118719489104,54.89423743897821,0.0,54.89423743897821,-0.0039411581055066,-0.0634061159352103,-0.0365140741312344,0.1322528107079495,0.0259992844131906,0.2003735546031418
0.0,81.25346764819852,-27.084489216066174,81.25346764819852,0.0,54.16897843213235,-0.0026828182060825,-0.0645686621873624,-0.0364086930698573,0.1224703043345192,0.0225225940960079,0.1883392708095843
0.0,80.56105665499302,0.0,107.41474220665738,-26.853685551664345,107.41474220665738,0.0047025551285705,-0.0655803972809941,-0.0398134639114225,0.1106456941156136,0.0058303243020262,0.155855083826911
26.499769391636185,79.49930817490856,79.49930817490856,105.99907756654474,0.0,105.99907756654474,-0.0002893172248243,-0.0610304206195027,-0.0325189934620914,0.1294616710507988,0.0244477521990819,0.1618255152451754
0.0,27.490293234758216,-54.98058646951643,82.47087970427465,27.490293234758216,0.0,0.005341179122915,-0.0577921057047588,-0.031515341194675,0.1314656353021228,0.0008756591748428,0.1642541860775421
0.0,55.39119008471839,-27.695595042359194,55.39119008471839,0.0,27.695595042359194,0.000249310592384,-0.06050444771251,-0.0326366809119712,0.1157258222494346,0.008077062942175,0.172370557937607
0.0,58.0980836224868,29.0490418112434,87.1471254337302,0.0,58.0980836224868,-0.000992703739956,-0.0591139247809043,-0.0296745079252062,0.1138891868643948,0.0209883625242996,0.1471532978359025
0.0,79.01953051407328,0.0,105.35937401876438,-26.339843504691096,79.01953051407328,0.0037866534372744,-0.0591220002930618,-0.0337250310312009,0.1019422211078612,-0.001950087753576,0.1467633979183424
33.281259422658835,66.56251884531767,0.0,99.8437782679765,33.281259422658835,66.56251884531767,-0.0018854289554821,-0.0543355923695543,-0.0302846406149048,0.1168927379696001,0.0165114514438396,0.1530677580575981
27.35154028745077,0.0,54.70308057490154,0.0,27.35154028745077,27.35154028745077,-0.0006834447544049,-0.0613358864353191,-0.0376002807230724,0.0782633504998001,0.0074355350079009,0.1522975643419147
0.0,82.56233063219719,0.0,82.56233063219719,-27.52077687739906,110.08310750959625,0.003475356776988,-0.0541267572099989,-0.03038227050185,0.0976773933990402,-0.0005062823047051,0.1179859334269836
0.0,56.20997473816828,0.0,56.20997473816828,28.10498736908414,28.10498736908414,-0.0007576095961569,-0.0548564052272024,-0.0278429573158772,0.0860581445686388,0.0072208132857347,0.1365237944939172
0.0,58.001673269859836,-29.000836634929918,87.00250990478976,0.0,29.000836634929918,0.0012509126939306,-0.0552872295653693,-0.0288908139894623,0.0731300374516807,0.0038082892706672,0.1257529335753245
0.0,54.67170677024955,-27.335853385124775,54.67170677024955,0.0,54.67170677024955,0.005253523340607,-0.0512895379961378,-0.0290705188196615,0.082917719167633,-0.0116367124829401,0.1256792525507206
0.0,62.24111117706434,-62.24111117706434,93.36166676559651,-31.12055558853217,31.12055558853217,-0.0005391868643817,-0.0451368301781628,-0.0241715749315285,0.0858108997961701,0.0032027009767171,0.1153803434125552
27.75387262200168,0.0,0.0,-27.75387262200168,27.75387262200168,-27.75387262200168,-0.0017298634630425,-0.0459430085151559,-0.0239861130410056,0.0771480403869006,0.0125646393716938,0.0995858822878242
0.0,50.33124535003723,0.0,50.33124535003723,0.0,25.165622675018614,0.0046335481962572,-0.0415021748996406,-0.0191126692898123,0.0855889832198225,-0.0088462970082309,0.0976485085467254
30.987890922255225,30.987890922255225,0.0,61.97578184451045,0.0,61.97578184451045,0.0018053378759902,-0.0409594620695731,-0.0166885095422976,0.0811400424473825,0.0084798647068028,0.083688224197616
0.0,59.765373079033075,29.882686539516538,89.64805961854961,29.882686539516538,59.765373079033075,0.000763303759122,-0.0410438843261482,-0.0198977780521409,0.0573489955773311,0.0089165423973935,0.0739284265404671
0.0,61.0675713058545,30.53378565292725,61.0675713058545,-30.53378565292725,61.0675713058545,-0.000895072013911,-0.0431152695002758,-0.0252320415668078,0.0373834531858642,-0.0018398941481146,0.0943757680811427
-29.067965874990517,58.13593174998103,-58.13593174998103,87.20389762497155,0.0,58.13593174998103,0.0021569970384177,-0.0365538926418585,-0.0209615447996109,0.0550545304345839,-0.006782167030838,0.0791154077276091
27.65450853179319,55.30901706358638,0.0,55.30901706358638,0.0,27.65450853179319,0.000535704282356,-0.0319173606921563,-0.0107667100645304,0.0690496637746284,-0.0047059240686261,0.0784088149516623
0.0,53.506624058376,0.0,53.506624058376,0.0,53.506624058376,-0.0016675470908437,-0.0310644379535648,-0.0160951385273817,0.0517265068358937,0.0061716347416089,0.0741105827371349
0.0,26.76082254534789,0.0,53.52164509069578,0.0,26.76082254534789,-0.000226433437714,-0.0323192825541433,-0.0134905175121754,0.0394987550537462,0.0054618236899565,0.0617091816888314
0.0,82.87664249441805,27.62554749813935,82.87664249441805,-27.62554749813935,82.87664249441805,7.527107511918532e-06,-0.023769594321015,-0.0082310101604111,0.0476451941835356,0.002576106495293,0.0541436655997409
0.0,0.0,0.0,27.935208866155158,0.0,27.935208866155158,0.0018319355294273,-0.0247458958212601,-0.012142745593484,0.0244696229723633,0.0014981548613134,0.0368223612076815
0.0,0.0,28.202689618074295,0.0,0.0,0.0,0.0014678083983266,-0.0214487453106793,-0.0127103043219565,0.0130327274926976,-0.0057973508809203,0.0415922652375298
-27.761955507310695,0.0,-55.52391101462139,27.761955507310695,-27.761955507310695,0.0,-1.266946744065687e-05,-0.015220190739286,-0.0057214141064951,0.0349438593303496,0.0019837746758375,0.0348591614852796
-27.651773765023112,82.95532129506934,0.0,138.25886882511557,-27.651773765023112,110.60709506009245,0.0004540890254445,-0.013074620746591,-0.0034033809691921,0.0308453579491283,0.0020518674184366,0.031747534689491
27.441013294253136,27.441013294253136,0.0,27.441013294253136,0.0,27.441013294253136,-0.0016957858726261,-0.0156717706546141,-0.0091487082077958,0.0048387723270008,0.0038897022939171,0.0245010273726453
-28.406108834783797,0.0,0.0,28.406108834783797,0.0,0.0,-0.0007121044589739,-0.0059437867844332,-0.0008272626843921,0.0218396223329612,-0.001878502407899,0.0215958472292752
0.0,27.708951575609444,0.0,27.708951575609444,0.0,27.708951575609444,0.0004032340328149,-0.004662386532676,-0.0037580944873357,0.0030679099919039,-3.347277220023658e-05,0.0080723980276902
0.0,0.0,-27.490113059151238,27.490113059151238,0.0,0.0,0.0002224512755523,-0.0028190685048263,-0.0043462954226303,-0.0027695095518769,-6.723739352261851e-06,0.0026726050255405
0.0,0.0,0.0,-28.912276831874326,0.0,0.0,0.0007322009245589,0.0008009925402132,0.0011686220959232,0.0008797724393533,0.0002250897647174,-0.0006566609066015
29.636697662587295,29.636697662587295,29.636697662587295,59.27339532517459,0.0,29.636697662587295,0.0085293683532673,-0.0005294132573275,-0.0006892154481357,-0.0088442399218986,-0.0003006817619741,0.0003022379617734
0.0,0.0,0.0,-28.680962800875275,28.680962800875275,0.0,0.0133299793745492,0.0012634772511645,0.0007009169320815,-0.0069842901492517,0.000963866337855,-0.0038220227461967
27.750934557797066,27.750934557797066,27.750934557797066,0.0,27.750934557797066,0.0,0.0237610087461992,0.0017148587801495,-0.003954132135422,-0.0259115399504643,-0.0040120216727728,0.0053762806859671
27.105493085175194,0.0,0.0,27.105493085175194,27.105493085175194,0.0,0.0270334855110059,0.0012656287109489,-0.0050570997622689,-0.0359372700915731,0.0012973519887872,-0.000805145252945
153.26921390358743,0.0,122.61537112286996,0.0,183.92305668430492,0.0,0.0652887908636813,-0.0002448407456832,-0.0082435984899441,-0.0649936364394261,0.0058736174467393,-0.0068681965317682
83.16806239465944,27.72268746488648,55.44537492977296,27.72268746488648,83.16806239465944,0.0,0.0283917219194515,-0.0042426956212563,-0.0066538144706345,-0.0451438251052204,0.0060729581040332,0.0083528710254968
51.86861891571033,-25.934309457855164,51.86861891571033,0.0,25.934309457855164,0.0,0.0112972034398462,-0.000650291300727,0.001012068413039,-0.0064278180077188,0.0003143377933714,-0.0041208708538922
0.0,0.0,-26.194099572831124,-26.194099572831124,0.0,-26.194099572831124,-0.0013674314922782,-0.0007174399866135,-0.0010360852259624,-0.0020291734533837,0.0002268330952799,0.0022431578998717
-28.163111281214537,0.0,0.0,28.163111281214537,-28.163111281214537,28.163111281214537,-0.0077565611996747,0.0010688427133556,-0.0007709789673407,-0.0044647356126266,-0.00134002110787,-0.0095179324370831
-27.956249041864698,-27.956249041864698,-27.956249041864698,-27.956249041864698,0.0,-27.956249041864698,-0.0073045958948543,0.0009373163208135,-0.0007901820454675,-0.007122798378062,0.0003704941106117,-0.02350740126914
-26.76082254534789,0.0,0.0,26.76082254534789,0.0,26.76082254534789,-0.0135363770457369,0.0009811907583494,-0.0027692644471756,-0.0126494013541332,-0.0032395189685837,-0.0355719297093692
-27.12547695730343,0.0,-54.25095391460686,-27.12547695730343,-27.12547695730343,-27.12547695730343,-0.018598740679722,0.0021724415800066,-0.0007825312291784,-0.0064279307906078,-0.0027329514320783,-0.0245454016285963
-27.17961611736805,0.0,-27.17961611736805,-27.17961611736805,-54.3592322347361,0.0,-0.0211296636493151,0.0021657108989951,-0.0009944236572617,-0.0108618897156614,0.005274503232185,-0.0466262153878513
