xc_velocity,yc_velocity,width_mid_x_velocity,width_mid_y_velocity,height_mid_x_velocity,height_mid_y_velocity,TCP_speed_0,TCP_speed_1,TCP_speed_2,TCP_speed_3,TCP_speed_4,TCP_speed_5
0.0,30.04580327657473,0.0,0.0,0.0,0.0,-0.0015842041708178,-0.000488207676673,0.0002121019640275,-0.0009207803571798,0.0077083218168643,0.0044586054978663
0.0,0.0,0.0,0.0,60.153226153426935,30.076613076713468,0.0018579441805849,-0.0001180984085067,0.0016647735062825,0.001720450560899,0.0235644497411764,-0.004607127461603
0.0,-30.47189509244803,30.47189509244803,0.0,-91.41568527734408,0.0,0.003450172364501,0.0001270063346084,0.0022288316309618,0.0040879893594987,0.0470412595295942,-0.0050236886458594
0.0,0.0,0.0,0.0,0.0,-30.15619113354329,-0.0012563448508664,-0.0011002348384014,-0.0020512908796711,-0.0059985808937754,0.1000751297034102,0.0044922425956006
0.0,30.614240356191445,-61.22848071238289,0.0,30.614240356191445,0.0,-0.0023346242849378,-0.0013807846291048,-0.001163590260211,-0.0063381701456625,0.1430368043482928,0.0039079690677583
0.0,-30.145137526322976,0.0,0.0,-30.145137526322976,-30.145137526322976,0.004640557217132,0.0019613762310795,0.0020640560783664,0.0111063910815242,0.1523118776852432,-0.0019041194854559
0.0,0.0,0.0,-30.173329400677662,0.0,0.0,-0.0038986574968881,0.0001352577434554,0.0052735710456327,0.0065655626575383,0.2131536266693761,0.003071411740322
-90.57798125512907,0.0,0.0,-30.192660418376366,-120.77064167350548,30.192660418376366,-0.0044016429356057,-0.0001866582972025,0.0004256252130094,-0.0001755536922813,0.212771554932842,0.0080946918842664
-30.716700354454165,0.0,-61.43340070890833,-30.716700354454165,-30.716700354454165,-30.716700354454165,-0.0041535544470011,-0.0021251278502362,-0.0092058395960237,-0.0189059289517284,0.2025448602500998,0.0171064512914633
-30.198312357803204,0.0,0.0,0.0,-30.198312357803204,30.198312357803204,-0.0044294441123791,-0.000821339504529,-0.0036319783378153,-0.0082368532729658,0.2087335628670422,0.0065214313964848
0.0,0.0,0.0,0.0,0.0,-29.78337960760369,-0.0024000700349123,0.0009830456751353,0.0002955662335269,0.0024361919301086,0.2108237962577964,0.0017753120082062
-29.766047590998507,0.0,-59.532095181997015,-29.766047590998507,-29.766047590998507,0.0,-0.0020411245544369,-0.001682531983228,0.0029096645401506,-0.001952252957581,0.2030306745976361,0.0063707819717403
0.0,0.0,0.0,-30.96112792500191,30.96112792500191,0.0,0.0020430157369559,-0.0009837528783243,0.0013497605754983,-0.0030708037552269,0.2029444737022268,-0.0052450735143645
30.716700354454165,-30.716700354454165,0.0,0.0,-30.716700354454165,-30.716700354454165,0.0011981120618689,0.0018801346637826,0.0016780992276463,0.0071323930800942,0.199536673212208,-0.0100152132091876
-29.972373677102212,0.0,-29.972373677102212,-29.972373677102212,0.0,-29.972373677102212,0.0013029793384542,0.0017325194338221,-0.0013416280057919,0.004125658033082,0.1806188617094034,-0.0018441258424183
0.0,0.0,-29.5053533491847,-29.5053533491847,0.0,-29.5053533491847,0.0059965751550951,0.0002799244354473,-0.0037694672583483,-0.0077311438754939,0.1814293423314043,-0.0158771584557518
0.0,30.68523937726801,-30.68523937726801,0.0,0.0,-30.68523937726801,0.0050666369400315,0.0005830499875186,-0.002581872631578,-0.0044680735510107,0.1898914755348145,-0.0178867868839021
-30.019567846892706,0.0,-60.03913569378541,0.0,-30.019567846892706,0.0,-0.0007478585060818,0.0004657470245415,0.0030743249543219,0.0088044091682917,0.1956859223335183,0.0081480571821614
-88.96038007974889,0.0,-29.65346002658297,0.0,-118.61384010633186,0.0,-0.006280455748096,0.0003513467595678,0.0007440263858937,0.0062838842658644,0.2032319682709784,0.019849314459508
0.0,0.0,-30.07230021365992,0.0,0.0,-30.07230021365992,-0.0002019853621616,0.0004599104794701,0.0015598418981952,0.0036329187208644,0.2099640845826274,0.0004757625847209
-30.70455776635778,-30.70455776635778,-30.70455776635778,-30.70455776635778,0.0,-30.70455776635778,-0.0002130143088568,-2.2687533766755155e-05,0.001111493652327,0.000974761363124,0.2093450223532845,-0.0021778456523601
29.801790535739663,0.0,0.0,-29.801790535739663,0.0,0.0,-0.0048264561788619,-0.0019253975909961,-0.0027298651574201,-0.0075158063912911,0.1984178022015879,0.01765265034508
-30.80490903883022,0.0,-61.60981807766044,0.0,-30.80490903883022,-30.80490903883022,0.0011939546863507,0.0009607614753374,-1.0645109430843489e-05,0.0035997906527038,0.2046356593761648,-0.0029790263981872
0.0,0.0,-59.70709486391077,29.853547431955384,0.0,-29.853547431955384,0.0015105755234315,0.0007069425903043,-0.0015125414155248,-0.0025393605556622,0.1962803603668308,-0.0108025859068301
0.0,-30.63190336386082,30.63190336386082,-61.26380672772164,0.0,0.0,0.0081409367570934,-0.0001130305293498,-0.0015889284227586,-0.0033313133218444,0.1741506016197529,-0.0084954500164609
