xc_velocity,yc_velocity,width_mid_x_velocity,width_mid_y_velocity,height_mid_x_velocity,height_mid_y_velocity,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2
30.044081515705056,0.0,30.044081515705056,-30.044081515705056,30.044081515705056,30.044081515705056,0.0003852244268487,0.053088402378994,0.0061725996851046
0.0,0.0,30.16443242621259,0.0,0.0,-30.16443242621259,0.0024387528556415,0.0484472457319949,0.0002958752992975
30.703658697275422,0.0,0.0,-30.703658697275422,30.703658697275422,0.0,0.0004759306864677,0.0491778838888882,-0.0022357695129891
-30.36248470765382,0.0,0.0,-30.36248470765382,0.0,0.0,-0.0007147935971044,0.0517774331771541,-0.0017253994915464
30.128031260774648,0.0,60.256062521549296,0.0,30.128031260774648,30.128031260774648,-0.0007878358966634,0.0538966510335592,-0.004720040764086
0.0,-29.921484979704257,-29.921484979704257,-29.921484979704257,29.921484979704257,-29.921484979704257,0.0029766477804267,0.0474434210087712,-0.0021649540847842
60.27338046789688,60.27338046789688,0.0,120.54676093579376,60.27338046789688,0.0,0.001105700955535,0.0497840336813489,0.002412570733269
30.656531399836346,0.0,0.0,-30.656531399836346,30.656531399836346,0.0,0.0017650267330782,0.047605070740864,0.0048099512164397
-30.317932111258948,-60.635864222517895,90.95379633377685,-151.58966055629475,0.0,30.317932111258948,-0.0016192449825814,0.0474561882459665,-0.0002093678140507
0.0,0.0,-30.51246162575847,-30.51246162575847,0.0,-30.51246162575847,-0.0001638673349822,0.0502722466728235,-0.002319340164968
0.0,0.0,57.85685810647713,0.0,28.928429053238563,28.928429053238563,0.0013332226265624,0.0492424934356633,-0.0012094146227439
31.459482163751485,-31.459482163751485,0.0,-62.91896432750297,62.91896432750297,-31.459482163751485,-0.0006938651181654,0.0535808181102792,0.0008144368603091
30.738310907865042,0.0,0.0,0.0,61.476621815730084,-30.738310907865042,0.0021217247563726,0.049520898805533,-0.0003060847975577
29.691665132873684,0.0,29.691665132873684,-29.691665132873684,29.691665132873684,0.0,-0.0043425626550302,0.0546124178163811,-0.003100983271247
0.0,-30.50580397404943,30.50580397404943,-30.50580397404943,30.50580397404943,-30.50580397404943,-0.0009331514498839,0.048227406335054,-0.001873386840894
0.0,0.0,0.0,-30.30347518242907,0.0,0.0,-0.0035766471817587,0.0552573392277149,0.0009291971291411
29.82594968213562,0.0,29.82594968213562,-29.82594968213562,59.65189936427124,0.0,0.0012707266295659,0.0491694223246356,0.0013768840307635
30.23292223191316,-30.23292223191316,0.0,-30.23292223191316,30.23292223191316,0.0,-0.0002259504959758,0.0552169434999215,-0.0009754902476583
0.0,0.0,31.062245887920454,0.0,62.12449177584091,-31.062245887920454,0.0012393798442532,0.0484264256962897,-0.0044319384525384
0.0,0.0,0.0,-27.029856998318046,0.0,0.0,-0.003359086399526,0.0547209826879086,-4.507978623528769e-05
0.0,0.0,-33.78389219579393,0.0,0.0,0.0,-0.0013575613874985,0.0477801530693323,-0.0005104149588799
0.0,-29.919350581723023,29.919350581723023,-59.838701163446046,29.919350581723023,0.0,-0.0022080272920228,0.050630320500547,9.157098027822916e-05
-187.0522599394972,-93.5261299697486,-93.5261299697486,0.0,-218.22763659608003,-31.175376656582863,0.0019694456174101,0.048002266197206,-0.0008984226351014
30.27438412622803,30.27438412622803,30.27438412622803,0.0,30.27438412622803,30.27438412622803,0.0024414311948218,0.0481306107930237,-0.0021037177290696
29.919137158672676,0.0,0.0,0.0,29.919137158672676,0.0,-0.0007855436930333,0.0520269561958722,-0.0019045818131832
0.0,30.17224412280955,0.0,-30.17224412280955,30.17224412280955,0.0,0.0018672562061137,0.0481126343804167,-0.0009573278237308
0.0,0.0,0.0,-31.004612655233664,31.004612655233664,0.0,0.0020829246385882,0.0478256145434656,0.0012107666938201
30.11159291273013,0.0,30.11159291273013,-30.11159291273013,30.11159291273013,-30.11159291273013,-0.0018232496109466,0.0538842368102245,0.0018056752042085
0.0,0.0,0.0,0.0,0.0,29.38587002213941,0.0015199142193284,0.0476763158551951,0.0005903427064114
0.0,0.0,0.0,-30.094740618497582,30.094740618497582,0.0,-0.0026507728080225,0.0533923838018744,-0.0015382108629072
