xc_velocity,yc_velocity,width_mid_x_velocity,width_mid_y_velocity,height_mid_x_velocity,height_mid_y_velocity,TCP_speed_0,TCP_speed_1,TCP_speed_2,TCP_speed_3,TCP_speed_4,TCP_speed_5
0.0,0.0,0.0,0.0,-29.47549508777358,29.47549508777358,0.0002540040618145,0.0003313012219633,0.0005155568467114,0.0008683813889827,-0.0006650727891813,-4.518847086627632e-07
30.56181871174588,-30.56181871174588,0.0,-30.56181871174588,30.56181871174588,-30.56181871174588,-0.0012162583906038,0.0010082715683345,0.0032304703510622,0.0035812859466076,0.0100826326669027,0.0022743656469079
-59.40057073664691,0.0,0.0,0.0,-29.700285368323456,0.0,0.0024892120742848,-0.0002197905688562,0.0016319632748119,0.0011083250826582,0.0212226674462498,0.0028175071205901
31.472465464586698,0.0,0.0,-31.472465464586698,0.0,-31.472465464586698,0.0025652221168918,0.0017899173581855,0.0008087845670831,0.0048620078701364,0.0527881002300558,-0.0019456150407164
-29.561917649878147,0.0,0.0,0.0,0.0,29.561917649878147,-0.0032791872695526,-0.0021955772009612,-7.589921366183203e-05,-0.0083502821930979,0.1174097785623173,-0.0062818643801316
0.0,0.0,-30.396811247599377,30.396811247599377,0.0,0.0,-0.000932580045386,-0.0009607133022313,-0.0001044598667099,-0.0036068583935124,0.0106609018538472,-0.0017165178886044
0.0,0.0,31.133722785947047,0.0,0.0,0.0,8.057193925877748e-06,-3.442107489167081e-06,0.0005225482711095,0.0005532980122197,-0.001118378251344,-0.0002166955036911
0.0,0.0,-29.49975031825636,0.0,0.0,0.0,-0.0009382426192378,0.0009559579607301,6.105906583395455e-05,-1.2291438967000412e-06,-0.0003635940959169,0.0020021622776042
0.0,0.0,30.76288478323056,0.0,0.0,30.76288478323056,0.0004961052532789,-0.0004531399245273,0.0001607308955319,-0.0001245975147,-0.0008184632909685,-0.000571687536051
0.0,0.0,-29.54754809758297,0.0,0.0,-29.54754809758297,0.0003768389921455,-0.0002653641869441,0.0002067999512705,0.0003557454386797,-0.0003969919240891,-0.0001838795966233
0.0,0.0,0.0,0.0,0.0,0.0,0.0005369355769584,-0.0001948854568153,0.0004297018627475,0.0006813579857038,-0.0005618154694949,-0.0005992329668927
0.0,0.0,0.0,0.0,0.0,30.29450130371036,0.0002606754928806,0.0003950152505438,0.000584386022115,0.0010023870155539,-0.0007861628894019,0.0001837523519143
0.0,0.0,0.0,0.0,0.0,-30.42900775542488,0.0003671420540479,-0.0001937790893688,0.0001791364646886,0.0003095569929848,-0.0002374874234369,-0.0005180588685766
0.0,0.0,0.0,0.0,0.0,0.0,-4.10817695565205e-05,-1.5442019079110056e-05,-3.5705600972901575e-05,-5.496065559732144e-05,5.052089163402644e-05,0.0001123155336826
