xc,yc,width_mid_x,width_mid_y,height_mid_x,height_mid_y,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,xc_velocity,yc_velocity,width_velocity,height_velocity
486,167,485,284,391,167,0.0165469537409266,-0.0146613951786001,-0.004297618904984,23.05454417532936,27.665453010395233,-41.3725275244203,-43.17192575601063
535,386,530,482,445,381,-0.0087577642208262,0.0127659748168522,-0.0015863452784434,-60.1928746790223,-60.1928746790223,51.29337947115159,39.34478667797303
521,372,516,474,431,368,-0.0481352175760428,0.072603939513833,0.0088069882131046,-169.47991942336608,-74.77055268677915,-65.69598548059373,-107.40689706966062
487,357,484,453,405,355,-0.0839865909263377,0.1126897202936814,0.0098502896148457,-232.88104161461374,-99.19007328029844,-34.67704500514893,-52.505713072622754
388,329,389,414,322,330,-0.0805529768168474,0.0692252273225428,-0.0108929342751966,-120.74022151374925,0.0,-21.493888877846,-37.03869482525943
360,329,362,411,297,330,-0.0418561905090732,0.0345755239848076,-0.0059353350215946,-34.399771997055645,-4.299971499631956,-12.685467811809323,-10.610526432515265
352,328,355,409,289,330,-0.0004550583052372,0.001987761336116,-0.001011632952213,-5.004491067976921,-95.08533029156149,45.18098902165135,50.68555598636451
353,103,359,205,280,107,-0.009641287825805,-0.0132280187194972,-0.0099169932791615,-55.599920055797796,25.66150156421437,67.26651914160183,61.59052290213565
308,132,316,247,221,137,-0.035896723848209,-0.1186460094785468,-0.0573321527034879,-38.82803900008538,56.08494522234555,-38.66558547991916,-9.496399758126097
299,145,312,255,209,155,-0.0113684007495934,0.0032609043944642,-0.0126841322159193,-128.91759891726085,107.4313324310507,43.716267977985275,40.244838495874134
138,311,139,407,53,312,-0.0764724248181341,0.0312564101006744,-0.0688911240534864,-42.930000716471696,64.39500107470755,1.072494086420679,-24.770285361268094
342,297,347,379,280,300,-0.0628763828610457,0.010320985970046,-0.0322126524848068,-80.06765359982438,-25.021141749945116,22.283600038420506,29.355447912416672
69,104,76,203,-4,109,0.0075131740560239,-0.0061143667891038,-0.0039854066296385,8.608326936733178,8.608326936733178,1.6710526186025048,16.163402857483618
71,106,80,206,-5,113,0.0309925150029284,-0.0282896084321675,-0.0075282204197334,44.991193349423455,4.9990214832692725,75.08570689967799,76.96214043961697
80,107,95,213,2,117,0.0689192189713852,-0.0722669467992303,-0.0239998448668976,60.27894906492072,51.667670627074905,34.73181514237086,76.15377429181201
94,119,105,230,6,128,0.0442058791871397,-0.049535200404814,-0.021154308392429,30.10779487000688,4.3011135528581255,29.625112975984624,42.835143809858785
101,120,111,234,9,127,0.0142480724614233,-0.0186922601320894,-0.0049609721536052,38.711014395852104,12.903671465284033,-26.072211424078358,5.674328012212753
110,123,119,234,14,130,0.0511159977432513,0.0569943954579181,0.0034496163786119,175.16450237628464,5.004700067893847,-45.29807207584532,-52.96320350228685
308,125,320,222,234,134,0.0965361332287354,0.0646352394887299,0.0062433998893849,125.07422202554267,-15.00890664306512,-8.681994609382908,-26.048118362246175
333,122,342,219,262,129,0.0074795564786994,0.0038061294819492,0.002542034059861,34.47916315583962,8.619790788959905,0.04471858906874285,-10.832828442832442
341,124,354,219,272,133,0.049901369023626,-0.025467475998501,0.0069809504313944,124.3892924929642,-17.15714379213299,17.8316524337411,34.336258029095625
486,117,492,232,393,122,0.0813221585474673,-0.0782429111737725,-0.0160860311825759,163.66956694971216,8.614187734195378,-1.3473913292295903,18.482482845427626
524,119,524,234,428,119,0.0272202775082074,-0.0244525377105478,-0.0039012363375095,29.995916445662864,9.998638815220954,20.168182049378753,3.5665387394907166
530,121,528,238,434,120,-0.0185222271487622,0.0333593153610175,-0.0154051416931022,-124.92669949353848,84.95015565560617,-35.139296606592424,-34.231983449106046
374,273,382,360,309,279,-0.0465512604052019,0.0560679357405408,-0.0776738497866638,-49.919413483453646,79.87106157352584,-25.306270930499522,-40.39517477884976
364,289,371,374,303,294,-0.0010094923207082,0.003776191638931,0.001444388614401,-25.025441284570075,10.01017651382803,-14.95611572512861,-15.173139519279577
359,291,366,374,298,296,-0.044813857299661,-0.0437621642784617,0.0092670590916086,-128.48949499384764,0.0,39.17566397463853,54.02288747470145
329,291,337,379,264,297,-0.0996723512268395,-0.1077257658431136,0.0047789337780626,-236.34989995276834,-8.594541816464304,49.80542430260349,71.504258113784
118,349,128,471,16,357,-0.0135897588664098,-0.062476243312842,-0.0046928718146639,-34.41646110120181,4.302057637650226,-5.74616384511459,0.4855273035206501
110,350,117,472,8,356,0.0094987868606833,0.0231280966880412,-0.0076828050012011,84.85199518281044,24.956469171414835,-95.94378517282553,-99.14582708810227
159,366,167,467,72,372,0.0228377351344885,0.0417972118993912,-0.021972290382128,35.03206446062669,-25.022903186161923,109.50874217076037,104.35339747234941
166,361,173,474,76,367,-0.0091257445338229,0.0099222052194698,0.0013855608664013,-42.815229030582,-51.3782748366984,-69.34370382520474,-70.2312125420595
156,349,161,453,69,353,-0.0548970173097478,0.0689648969271059,0.0062996299850383,-65.03060589218883,-45.02118869459227,-3.4963139375160717,-0.8081292046920262
143,340,151,445,56,347,-0.0844960460558345,0.0974683818734056,0.0072131223804034,-125.11302310097925,-70.06329293654838,-69.04608930607151,-113.21897335427204
118,326,127,423,40,333,-0.0977818066053432,0.1008619016383815,-0.0001842288392956,-60.18726028211631,-25.79454012090699,-36.19161434806924,-56.15068335046304
104,320,110,413,31,325,-0.0510309914729013,0.0423479966720218,-0.0100985399340664,-40.06135801407872,-5.00766975175984,-24.33093828693096,-15.509948082525352
96,319,103,410,23,324,-0.0196399115341941,0.0147739641912416,-0.0058629364268068,-9.979404990768412,4.989702495384206,-15.279539216691486,-14.341540329793501
94,320,100,409,21,325,0.0283037924081731,0.0046319485439593,0.0264314535822058,155.07557260284435,-155.07557260284435,16.090079126766096,20.766381660518554
297,143,303,236,225,148,0.059150753750786,-0.0112558246419215,0.048430949925307,47.310599558450015,-34.40770876978183,24.956671951968257,32.65234100720806
308,135,311,231,233,138,0.0316025683002643,-0.010604580503563,-0.001699964425319,80.00579876013353,5.000362422508346,9.685004469731421,30.810362000860344
324,136,327,233,246,138,0.0745708755227916,-0.0318364503315239,-0.01211656764297,175.126053227113,20.014406083098628,20.311001771832082,10.864232509298157
421,152,423,260,334,153,0.1004289524752201,-0.0764696507201996,-0.0312887677280895,209.59817435265313,59.88519267218661,4.989588995939804,59.41714353378172
