xc_velocity,yc_velocity,width_mid_x_velocity,width_mid_y_velocity,height_mid_x_velocity,height_mid_y_velocity,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5
88.72264724339493,-88.72264724339493,0.0,-147.87107873899157,118.29686299119325,-177.44529448678986,0.0141473159014381,0.0330887400156128,0.017689704644678,-0.0210244279411283,-0.006909788126492,0.0019494250976406
29.195842991486963,-87.58752897446088,-29.195842991486963,-29.195842991486963,29.195842991486963,-145.9792149574348,0.0109725693187994,0.0358404133945915,0.0202540523188945,-0.028763033033253,-0.0115812394043634,0.0105081779144642
55.77198172981672,-83.65797259472508,55.77198172981672,-27.88599086490836,55.77198172981672,-83.65797259472508,0.0160902745840891,0.0374237019163955,0.0213413056856953,-0.0343150232425047,-0.0107871082433882,-0.0024917932736874
84.55689805792625,-28.185632685975417,140.9281634298771,0.0,112.74253074390167,28.185632685975417,0.0160863913615755,0.0374635146257795,0.0225220489054268,-0.0423247240343152,-0.013789052924148,0.0093021723315993
0.0,-27.23414865365014,-27.23414865365014,-108.93659461460057,-27.23414865365014,-54.46829730730028,0.0185789096831344,0.0388598447593294,0.0243040079455749,-0.0452422741005018,-0.0123313640265818,0.0059902702848972
142.71874128063263,-28.543748256126527,285.43748256126526,57.087496512253054,256.8937343051387,114.17499302450611,0.0154398212767289,0.0459210494577811,0.027895589513462,-0.0235417812981822,-0.001756943927739,0.0055559391493302
-56.49236654073313,0.0,-141.23091635183283,-112.98473308146626,-141.23091635183283,-112.98473308146626,0.0183691782944186,0.0453436348686089,0.0302621655630581,-0.0310565385909501,-0.0097902367588765,0.0082499795243712
112.61010168808969,-84.45757626606726,168.91515253213453,-140.7626271101121,197.06767795415695,-28.15252542202242,0.0225861423672573,0.0425890229147761,0.0236722089603955,-0.0584703673403457,-0.0138262951575193,-0.0039915662780366
27.702729122084016,-55.40545824416803,0.0,-55.40545824416803,-27.702729122084016,-83.10818736625204,0.0246431760100621,0.0456362799236203,0.0289101200929804,-0.0597776675721448,-0.0164802458434929,0.0047913461904772
84.64221713978225,-56.42814475985483,84.64221713978225,-84.64221713978225,56.42814475985483,-28.214072379927416,0.023781324556677,0.0483083456754947,0.0277263154582319,-0.0624874524327228,-0.0176329997228333,0.0101878975233724
56.37922158224075,-84.56883237336113,84.56883237336113,-84.56883237336113,28.189610791120376,-84.56883237336113,0.0288968485592219,0.048277571401336,0.0306445390946279,-0.0659551482753051,-0.0208509448309901,-0.0020641491231424
118.19352293461675,-147.74190366827094,118.19352293461675,-177.29028440192513,147.74190366827094,-147.74190366827094,0.0287388505867268,0.0498705758653181,0.0304707426375166,-0.0673842300280131,-0.0264578132810337,0.0147135321416766
142.74885645828815,-28.54977129165763,199.84839904160341,0.0,256.94794162491866,28.54977129165763,0.0284186247096697,0.0526930468114794,0.032838298266695,-0.0636554124219185,-0.0187309192894508,0.0106533395502114
