xc_velocity,yc_velocity,width_velocity,height_velocity,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2
31.665639910611887,0.0,-5.181265403514745,0.0,6.836370621755855e-05,-0.0481043975032866,0.0071587970837952
0.0,0.0,30.735466965269463,65.76498394841246,-0.0020970446383822,-0.0478219403382727,0.0017352565602801
29.827434414979496,0.0,0.0,0.0,-0.0014586353591443,-0.0478356784809546,3.6889406348721183e-05
0.0,0.0,-117.12131042800065,-106.99929694326015,-0.0002267268642303,-0.0489691963422441,-0.0017551221184039
0.0,0.0,0.0,21.40548608123739,-0.0005062682657143,-0.0510029832469393,-0.0018548994058229
30.634364386663286,0.0,-2.447558971659514,0.0,-0.00029796801058,-0.0543950183375857,-0.0130171971212098
0.0,-30.52645215758492,30.438565611321405,43.17056596076307,-0.0018523092847535,-0.0487967518103561,-0.002299302442164
29.86226193442745,0.0,-2.143618270353684,0.0,-0.0014587254234051,-0.0480487650561503,0.0024032782987417
0.0,29.890778999579577,31.95167648228767,21.263635951427045,-0.000626065737653,-0.0487454284022846,0.0007086809643696
31.091488636195244,0.0,62.010533906084916,65.82150648308073,0.0013793275354029,-0.0543578578945743,-0.0052789028620723
30.14253785510498,0.0,2.3373446377660394,21.271534934771342,0.0004114862384592,-0.0495898223507356,-0.0037685394580399
30.639287618797255,0.0,30.538821148474327,21.708064574491857,0.0006810627806676,-0.0493659026122073,-0.0031969051670665
0.0,-29.749368740602122,88.96384240813705,84.14327444557283,0.0013561673875422,-0.0499806380769101,-0.0002553235882525
30.493605822009943,30.493605822009943,-32.71134536453289,21.687432344981097,-0.0006535251159878,-0.0521778467439589,-0.0005139083013449
30.00689665040278,-30.00689665040278,32.18923879906282,21.094562725644774,-0.0013148670079124,-0.0473770339258373,0.004561243988984
-30.04967796015168,30.04967796015168,29.955347371388083,0.0,-0.0007409594899246,0.0002803855555294,0.0032846284601636
60.220591824721204,30.110295912360602,-60.0301767872049,-63.914685808246034,-0.0002949507396568,6.380025824886632e-05,-0.0033994633380505
-30.11202527101734,-60.22405054203468,60.033624568196316,42.58483452879444,0.0010704376516697,0.000166170813865,0.0018593278097839
-30.083084691301398,30.083084691301398,-59.97592642661282,-21.230568217946853,-0.0040110290226458,0.0008253316399031,0.0022312053053886
0.0,-31.092641052062017,61.98865479665281,21.943043531131345,-0.0013723282315994,0.0002333811955276,2.584289546507626e-05
30.18896606326707,30.18896606326707,0.0,0.0,0.0027074333912906,-9.836182082397284e-05,-9.292699377467476e-05
30.115052126712445,0.0,-30.02051631832454,-21.253128631056462,0.0011693491095875,-4.842846724181517e-05,5.414209798163492e-05
-59.79860423008121,0.0,0.0,0.0,-0.0032583276291294,-0.0017134753031886,0.0017999636025479
0.0,0.0,-30.55912096884916,0.0,-0.0025421712410983,-0.0114552758319056,9.310251064491943e-05
30.46392748454764,0.0,32.89678219116681,21.499340818406466,0.0025798156989175,-0.0302297910185915,-0.0001218301169397
