timestamp,frame_number,v_cmd_x,v_cmd_y,v_cmd_z
0.6558516025543213,1,-0.32821525206964,0.6126253440161236,-0.67598802637076
1.7413623332977295,2,-0.3201454225109046,0.5507732189726084,-0.6148401659593219
1.8788492679595947,3,-0.3202962107661733,0.552595745306462,-0.6178575444646413
1.9940829277038574,4,-0.31720955556011177,0.5486870723543689,-0.6110960580117535
2.1124982833862305,5,-0.30613054526838823,0.5234000811469741,-0.5910703294648556
2.2319514751434326,6,-0.3045116141802282,0.494280202081427,-0.5418827462417539
2.349844217300415,7,-0.2853102140397823,0.457265640667174,-0.4974025060655549
2.4681835174560547,8,-0.27915745646168943,0.42217959015397355,-0.4461860024021007
2.5868067741394043,9,-0.2773979719131603,0.41411004960536957,-0.43990421562921256
2.70397686958313,10,-0.26554277644027025,0.389309027872514,-0.3990464311937103
2.822495460510254,11,-0.25480588347272715,0.37307066924404353,-0.3650730408699019
2.937974691390991,12,-0.2445655310730217,0.3527587323333137,-0.33387596160173416
3.054903745651245,13,-0.24798776912939502,0.3689035177230835,-0.3363129773642868
3.1774590015411377,14,-0.2409010627598036,0.35347123321844265,-0.32645702877198346
3.294583797454834,15,-0.22965215271324269,0.34097408870002255,-0.2985037592734443
3.4085185527801514,16,-0.22062310289766174,0.32046991446986794,-0.2818859673134284
3.5243444442749023,17,-0.21849653307072003,0.3201511447841767,-0.2789601617878361
3.6386327743530273,18,-0.21539461662905524,0.3234784563537687,-0.2681210183072835
3.7522597312927246,19,-0.2075777796380862,0.3105623409792315,-0.26154750335285826
3.8676819801330566,20,-0.20644408001680858,0.3165682873514015,-0.25632104465000793
3.986269474029541,21,-0.2034601947052579,0.31053097441326827,-0.24687871649894078
4.104111433029175,22,-0.20075847090993193,0.3202586625702679,-0.24494553559179622
4.217684984207153,23,-0.1995251403095608,0.3165602667722851,-0.2380577037729381
4.33186411857605,24,-0.18984014112174918,0.3081577679986367,-0.23657042017839558
4.445430517196655,25,-0.19016846377780894,0.3172688114573248,-0.23345342825086846
4.561481952667236,26,-0.19266014459208236,0.3262559248832986,-0.22884719740613946
4.674928665161133,27,-0.17850576314867794,0.3007161867135437,-0.23183505172528385
4.788262367248535,28,-0.1774763886241999,0.2982266347389668,-0.22609255751012824
4.905821800231934,29,-0.18174953933885263,0.30560474056983367,-0.21987594361780793
5.019978284835815,30,-0.18650548501500452,0.2919940671417862,-0.2112283273600042
5.134769916534424,31,-0.18778096535606892,0.28695307398447767,-0.2007580985155073
5.250385761260986,32,-0.2022599893170991,0.28248570024152286,-0.18106928030465497
5.367896556854248,33,-0.19542727909356472,0.2767336720135063,-0.18100321717065526
5.481649398803711,34,-0.19597090096067404,0.2776386270998046,-0.1755614708235953
5.597565412521362,35,-0.19519900566592696,0.2641046596399974,-0.16440121235063998
5.711102247238159,36,-0.19273714278824627,0.2650045473710634,-0.15735621415660717
5.824896812438965,37,-0.19470336441645486,0.24768101349764038,-0.14323777655954473
5.9379966259002686,38,-0.1869282574571116,0.26265152177074924,-0.14145781146362424
6.053669452667236,39,-0.19663476280402392,0.24590630125021562,-0.12323376964195631
6.168895483016968,40,-0.19624314632164896,0.25251152215059847,-0.1141059945221059
6.282609224319458,41,-0.19870591866674658,0.24297874554758891,-0.1037834168819245
6.398464918136597,42,-0.19831852798961336,0.2333364002406597,-0.09435424872208387
6.514034271240234,43,-0.20127215798856923,0.2177381590299774,-0.08420581427344587
6.631979703903198,44,-0.1982296769565437,0.21352272309013642,-0.0790196378075052
6.7453155517578125,45,-0.1873747084173374,0.2125562535802601,-0.07749804434570251
6.863624334335327,46,-0.1686913872108562,0.20140534729580395,-0.07594703511858825
6.976927042007446,47,-0.16673384033492766,0.18391896018874831,-0.07119741772476118
7.0918591022491455,48,-0.157041173952166,0.17706326954066753,-0.07023141237732489
7.208404302597046,49,-0.14356430535553955,0.16580657099257223,-0.07057486674602842
7.324678897857666,50,-0.1349276358669158,0.15869075283990242,-0.07092489409842528
7.439305782318115,51,-0.13074123564001638,0.14579720564506715,-0.06887918457505293
7.555103302001953,52,-0.1262814495130442,0.13974419281294104,-0.06933008769556182
7.668949842453003,53,-0.1192161844810471,0.13209048565477133,-0.06785686836155946
7.7830541133880615,54,-0.11684097797842696,0.12493506897953921,-0.06494912381458562
7.897381782531738,55,-0.11784004897344857,0.11497897955268854,-0.058132711059442954
8.012969017028809,56,-0.12104938711854629,0.10667753515735967,-0.05158911505714059
8.12739610671997,57,-0.11252209256053902,0.10273656238132389,-0.04882746440125629
8.24175238609314,58,-0.10963006792007945,0.09595288575656014,-0.04401541054539848
8.357911825180054,59,-0.10924592020455748,0.08976482073194347,-0.03873920194018865
8.47507929801941,60,-0.1000298231956549,0.08645913477084832,-0.03581875400413992
8.590567111968994,61,-0.09277068416122347,0.08241400176120806,-0.03246625734027475
8.704495429992676,62,-0.0834842016629409,0.0753163865829265,-0.02681154158199206
8.821693897247314,63,-0.07286976967588998,0.07034745147757349,-0.023717345829936676
8.93972110748291,64,-0.06066420341085177,0.06359292811157502,-0.020198196740238927
9.053693532943726,65,-0.04549889548798092,0.058711604894789104,-0.01828428950102534
9.16798186302185,66,-0.03295475529739633,0.05195165302029636,-0.015949648164678365
9.284271001815796,67,-0.024368368161958642,0.046836646697556716,-0.01366732968017459
9.399181365966797,68,-0.011467496362456586,0.040782882815619814,-0.013104251251206733
9.51552963256836,69,-0.00423231325839879,0.035078916524071246,-0.010873282648390159
9.629657745361328,70,0.0004658201796701178,0.028735284409776796,-0.008332377241458744
9.748623847961426,71,0.0015150585350056645,0.02417079740553163,-0.004660208185669035
9.863753080368042,72,0.0019296160644444171,0.020247484659194015,-0.0024475842365063727
9.982233762741089,73,0.0027021946807508357,0.017083856218960136,-0.0005004918202757835
10.099677801132202,74,0.0031401205851580016,0.01426061408710666,0.0007547324275947176
10.221846342086792,75,0.002896504338423256,0.011782475266954862,0.00198513112263754
10.336369752883911,76,0.002796230241074227,0.010002380884543527,0.00224382258602418
10.453609704971313,77,0.0024962406569102313,0.00868675897072535,0.0019824608752969652
10.567531108856201,78,0.0021599488318315707,0.007249209560541203,0.001982723879336845
10.68151330947876,79,0.0019346003991813632,0.006834056111983955,0.0019295485399197787
10.798089504241943,80,0.0011125113605885417,0.005496715122717433,0.002049975431873463
10.912052631378174,81,0.0007239123779072543,0.005092097049782751,0.0020291836699470878
11.025938272476196,82,0.000785125914717355,0.00469281028927071,0.0018910835933638737
11.14444875717163,83,0.0004901803504253621,0.003788444504607469,0.0019962710503023118
11.260218620300293,84,0.0005918526258028578,0.0034339258272666484,0.0018566275539342314
11.376208543777466,85,0.000362975648158681,0.0029622288820974063,0.0014093159406911582
11.49033522605896,86,0.0005082726740965882,0.0027839472095365636,0.0010364428599132225
11.606238603591919,87,0.0006211037660932561,0.0024518194659322035,0.0009169576442218386
11.723671913146973,88,0.0006211037660932561,0.0024518194659322035,0.0009169576442218386
11.838542222976685,89,0.00034743935498227074,0.00178592247175402,0.0007905824895715341
11.952901601791382,90,0.0003274751780963925,0.0016119577521749306,0.0010415699216537178
12.066629648208618,91,0.0004591329343384132,0.0016758813435444608,0.00034831319499062374
12.181838274002075,92,0.0004348588227003347,0.0015056375195854343,0.0005997520929668099
12.299089908599854,93,8.13838851172477e-05,0.0013222093857621076,0.0003397543914616108
12.412752628326416,94,8.13838851172477e-05,0.0013222093857621076,0.0003397543914616108
12.528093099594116,95,8.217078340067019e-05,0.0015409241186716827,1.156286452896893e-05
12.643814325332642,96,0.00018929173018022993,0.0012150915845268173,-0.00010348730575060472
12.760835886001587,97,0.00018929173018022993,0.0012150915845268173,-0.00010348730575060472
12.877571105957031,98,0.0002914118067565141,0.000897302834346192,-0.00021605197980534285
12.995646953582764,99,0.0002914118067565141,0.000897302834346192,-0.00021605197980534285
13.109370231628418,100,0.0002920198958236142,0.0008907492119760718,-0.0002169111030525528
13.225306510925293,101,0.0002920198958236142,0.0008907492119760718,-0.0002169111030525528
13.341329574584961,102,0.0002598613136797212,0.0005189828334550839,0.0003689331715577282
13.458828449249268,103,0.00035682621637533884,0.00019611878087744117,0.00025931874552043155
13.576525449752808,104,-9.512123506283388e-05,0.0003218219499103725,0.0001090518053388223
13.68978214263916,105,-9.512123506283388e-05,0.0003218219499103725,0.0001090518053388223
13.805552005767822,106,-9.512123506283388e-05,0.0003218219499103725,0.0001090518053388223
13.920900583267212,107,-9.512123506283388e-05,0.0003218219499103725,0.0001090518053388223
14.036370277404785,108,-9.512123506283388e-05,0.0003218219499103725,0.0001090518053388223
14.151785612106323,109,-9.512123506283388e-05,0.0003218219499103725,0.0001090518053388223
14.270870685577393,110,-9.137283950622077e-05,0.0005407466960605234,-0.00022305255697574466
14.388690948486328,111,0.00039042381695253425,0.0005678898887708783,-0.00032873165764613077
14.503371000289917,112,0.000479409092804417,2.7111665986012667e-05,-0.0001045889948727563
14.619702816009521,113,0.00035682621637533884,0.00019611878087744117,0.00025931874552043155
14.73386287689209,114,-9.212204167852178e-05,0.00031784435850568116,0.00010888963151955977
14.847759485244751,115,0.0,0.0,0.0
14.964025974273682,116,0.0,0.0,0.0
15.078137397766113,117,4.823677954846062e-06,0.00021909714268986136,-0.0003336515510454774
15.194685220718384,118,4.823677954846062e-06,0.00021909714268986136,-0.0003336515510454774
15.315044164657593,119,-9.212204167852178e-05,0.00031784435850568116,0.00010888963151955977
15.428513288497925,120,0.0,0.0,0.0
15.546674489974976,121,4.823677954846062e-06,0.00021909714268986136,-0.0003336515510454774
15.660054683685303,122,0.0,0.0,0.0
15.779961109161377,123,0.0,0.0,0.0
15.895761013031006,124,0.0,0.0,0.0
16.009129285812378,125,0.0,0.0,0.0
16.123796224594116,126,0.0,0.0,0.0
16.237491130828857,127,0.0,0.0,0.0
16.35370635986328,128,0.0,0.0,0.0
16.468268871307373,129,0.0,0.0,0.0
16.58414936065674,130,-2.9639861168107018e-05,-0.0001522611710242927,0.0002554647799115628
16.702147006988525,131,0.0,0.0,0.0
16.81698489189148,132,0.0,0.0,0.0
16.933391332626343,133,0.0,0.0,0.0
17.048619031906128,134,0.0,0.0,0.0
17.164764165878296,135,0.0,0.0,0.0
17.27903461456299,136,0.0,0.0,0.0
17.39285898208618,137,0.0,0.0,0.0
17.507588863372803,138,0.0,0.0,0.0
17.622327089309692,139,0.0,0.0,0.0
17.73709750175476,140,0.0,0.0,0.0
17.852867603302002,141,0.0,0.0,0.0
17.966378211975098,142,0.0,0.0,0.0
18.079824924468994,143,4.823677954846062e-06,0.00021909714268986136,-0.0003336515510454774
18.19684410095215,144,0.0,0.0,0.0
18.310375928878784,145,0.0,0.0,0.0
18.42384624481201,146,0.0,0.0,0.0
18.539320945739746,147,0.0,0.0,0.0
18.65449833869934,148,0.0,0.0,0.0
18.768409252166748,149,0.0,0.0,0.0
18.882766485214233,150,0.0,0.0,0.0
18.99852466583252,151,0.0,0.0,0.0
19.111979484558105,152,0.0,0.0,0.0
