actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0002540040618145624 0.0003313012219633033 0.000515556846711488 0.0008683813889827763 -0.0006650727891813433 -4.5188470866276307e-07
-0.0012162583906038735 0.0010082715683345299 0.003230470351062299 0.003581285946607652 0.01008263266690279 0.0022743656469079534
0.002489212074284878 -0.00021979056885624705 0.0016319632748119006 0.0011083250826582276 0.021222667446249805 0.002817507120590137
0.002565222116891886 0.0017899173581855132 0.0008087845670831245 0.0048620078701364505 0.0527881002300558 -0.0019456150407164974
-0.00327918726955265 -0.0021955772009612236 -7.589921366183203e-05 -0.008350282193097988 0.1174097785623173 -0.00628186438013166
0.001645381031014198 0.003134704653549704 -0.002702475675010317 0.003315362189419316 0.13534484220725893 0.012893722191370853
-0.0030140111445618933 -0.0036556867966881144 -0.0017496747137690496 -0.00848644933508198 0.19738723239235934 0.0030055594149663717
0.002589549880015879 -0.0048228681531484905 -0.002705755253406874 -0.02010393763981822 0.19304088429193728 0.0009367263022301148
-0.002922250368432864 -0.0023721107444471924 0.00035544439483391394 -0.005702196075739621 0.2088008641881195 -0.0020153467831874883
-0.0026568709877867118 0.0023475740820125676 0.00041361188292465026 0.0035937406800513483 0.20907731337478683 0.003675827876390106
-0.002829345802519078 0.002164085760402009 -0.0003632308889232636 0.0006350571873286748 0.2060060637735204 0.003376733385830749
0.003911062552054847 -0.002071284128347237 -0.004138209378671829 -0.008480889227879346 0.14403033661725678 -3.171754261427351e-05
-0.0023750050359186634 0.0002723778902545717 0.0020253801009014276 0.003784780153771066 0.11294366099111255 0.0026704661980332944
-0.0012836805916465659 -0.0004205606988513428 -0.0014721736475431673 -0.00020292174484333328 0.06459760663255669 -0.0015396566558087896
-0.0009325800453860791 -0.0009607133022313352 -0.00010445986670994546 -0.003606858393512465 0.01066090185384723 -0.0017165178886044844
8.057193925877748e-06 -3.442107489167081e-06 0.00052254827110953 0.000553298012219754 -0.0011183782513440577 -0.0002166955036911027
-0.0009382426192378122 0.0009559579607301661 6.105906583395455e-05 -1.2291438967000412e-06 -0.00036359409591697327 0.0020021622776042513
0.0004961052532789305 -0.0004531399245273394 0.000160730895531996 -0.00012459751470006742 -0.000818463290968551 -0.0005716875360510197
0.0003768389921455613 -0.00026536418694412075 0.00020679995127055383 0.0003557454386797368 -0.00039699192408918773 -0.00018387959662336938
-0.00019526609751422227 0.0003116982860616156 0.00017082200680781494 0.0003421372708918726 -0.00030628770632795796 0.0010898376320274948
0.00010915008998596777 0.00011940501057890026 0.0005830647102298581 0.0008519354380591051 -0.0007008509552548254 0.0003232541596566317
0.000536935576958431 -0.00019488545681535415 0.000429701862747592 0.0006813579857038761 -0.0005618154694949411 -0.0005992329668927305
0.00026067549288062925 0.00039501525054381077 0.0005843860221150736 0.0010023870155539483 -0.000786162889401976 0.00018375235191436465
0.00036714205404792823 -0.0001937790893688393 0.00017913646468868249 0.00030955699298486784 -0.00023748742343692011 -0.0005180588685766615
-4.10817695565205e-05 -1.5442019079110056e-05 -3.5705600972901575e-05 -5.4960655597321435e-05 5.052089163402644e-05 0.0001123155336826309
0.0003168612412582823 0.0005328262295218451 0.0007417178221717562 0.0012648821616898754 -0.0009991355051382855 0.000184945802951862
-8.682358807759541e-05 -0.00024352790617341937 0.0028667088202389813 0.0013614819669435802 0.010659401290340303 0.0006067480603480181
0.0038658999170648363 -0.0010206624924935994 0.002055945555670714 0.0023175459643171538 0.021681930893186815 -2.7038272093894353e-05
0.0016067101523522247 -0.001105623360583308 0.0007288572933888067 -0.003484720658585393 0.056301993123787704 -0.00043807219695353797
0.0007319778354999961 0.005648956888275064 0.0025072926942562987 0.022424750987317794 0.10600583160235001 -0.005714567558218281
-0.005113821311325346 -9.031083707650714e-05 -0.0020872911387747667 -0.006015448681905997 0.16161250477123007 -0.004891654410704077
-0.004020432703373506 -0.00030756742350372386 -0.0001194758697405585 0.0020781656890568323 0.19667792465997166 0.009230386816615407
0.003196700722057403 -0.0064302300293539935 -0.002286113590002904 -0.02055768295030562 0.18623582882226472 0.005976109809010061
-0.00298894503053846 0.004127098497514434 -0.0013574050228809913 0.005056268668563558 0.21218233486976318 -0.01165240057979712
-0.0018858174305989093 0.003866140630474388 0.0032303400651317146 0.01305118631089287 0.20115046628825511 0.008620681493181487
0.008271892552545065 -0.0020989748523214695 0.0001519641986840814 -0.004051435354460189 0.1743610036580608 0.0022591488853720143
0.0009066069259686581 0.006261631225290438 0.0012235041250322248 0.019729574419809805 0.19827236066032425 -0.00462204009178778
0.0016189904783412356 0.005981822209910492 0.0023917520735973526 0.021179994782748887 0.19179432508168653 0.004057558555187191
0.008466033991163578 0.0027110534527905648 0.0011179086850632745 0.007327901197500264 0.1712847066653952 -0.0024187270077063727
0.0014198515803273968 0.0050350977766857345 -0.00028385987295575355 0.01954425355329766 0.19621724637569474 0.005706837423371525
0.001212577390564932 0.005651367834254857 0.00391420901242979 0.022670325717793094 0.18054569550455782 -0.0007385264674619751
0.0021161382312786556 -0.0054660577103540385 -0.0036101562287270137 -0.023837890444208837 0.13301274431726678 -0.0052470069272165035
-0.0014035483986394347 -0.0028689783957976094 0.0006914985702186183 -0.004269411729603144 0.09911231609366108 -0.002495601869760361
-0.0006740040821099652 -0.00038037124142057386 -0.0003879972486798527 0.0007000323588547668 0.04847926116796967 0.0033068869973399938
0.0003034687191148558 -0.00033141679367269957 -0.00165744977536636 -0.0028609427048955026 -0.009322947996020438 0.0004085500701733629
-0.0010337808945199806 0.0010672354306805604 -0.0002477302816289274 -0.00038421874829427537 -0.00043820444435102915 0.0027196287491037265
0.0004077548642241175 -0.0003866315461434167 -0.000109947887537957 -0.0002568006689758201 -0.0004913574705351272 -0.00013306197976433088
0.0001442046364397107 -6.444474178402465e-05 -4.5881448119312745e-05 0.0001336268982842909 -0.0003104944700585351 0.00048108311445966374
3.8784255192501164e-05 7.92417864171074e-05 -1.2519282015103595e-05 0.00020177583463766726 -0.00029334594442193896 0.00041642984582223675
0.000444694087707522 -0.000345742973535506 1.3168506106897956e-05 0.00016995637369864768 -0.0002391359320893315 -0.0006188333725230477
0.00030086609733783403 -0.0001695060501481118 6.729053255597388e-05 0.00021736457518509064 -0.0002569131922717269 -0.00033241884614796074
3.317527992104597e-05 9.171811517034305e-05 7.402618672366267e-05 0.00017826606309985976 -0.00021503523480813003 0.00016723227588081484
0.0005450267479441362 -0.00036083161967408905 0.00014573743574160727 0.0003376799641110241 -0.000267914763790484 -0.0008846321387074666
4.187216540010992e-05 0.00017330707502855565 0.0001614381433401818 0.0003545200328911166 -0.0002797566738530379 0.00022078443685315816
5.1957364675354405e-05 0.0002028911378416858 0.00021897241705574097 0.0003930787194506702 -0.0003167679860818936 0.00020994502683501274
3.693899133470507e-05 9.721008631621119e-05 9.882896674216963e-05 0.00022150385133883635 -0.0001757283116214698 0.00010931571039450317
0.00013438704597003775 -0.000100644232083499 3.321337161662669e-05 6.8879854229862e-05 -4.964638987530238e-05 -0.0002029993858997441
4.245213933731328e-05 -2.0605973991310246e-05 2.002683832939052e-05 3.424056197043285e-05 -2.8678320295857242e-05 -6.85874547229171e-05
-2.7429908819386237e-05 4.530854624552183e-05 1.4334200044005251e-05 2.4508704068092578e-05 -2.0525355310751e-05 7.508431883737262e-05
0.00013168886553992655 -0.00012371014813718673 1.1162751943798578e-05 1.9084204430337457e-05 -1.5984825413405274e-05 -0.0002702575390866708
6.836931007107126e-05 -3.300967048738768e-05 1.70585207332523e-05 6.384678227081269e-05 -5.345437936620938e-05 -0.00011052353321054898
-2.3188825613032888e-05 2.4089120530778642e-05 5.735388384117058e-19 6.923965667152668e-18 -5.7958664276170965e-18 4.9806927563622546e-05
3.462838483810919e-05 -3.597237308142778e-05 6.258369242171651e-38 7.554493843032035e-37 -6.323663328011681e-37 -7.437637395923957e-05
2.0846337370007344e-05 -2.1657036127085355e-05 0.0 0.0 0.0 -4.477585753193125e-05
7.455350753215054e-06 -7.745271420486068e-06 0.0 0.0 0.0 -1.6013220374588855e-05
8.200763505995362e-06 -8.468354548664806e-06 4.3725211724532714e-08 7.475343787222805e-08 -6.26145876698495e-08 -1.7565182748826002e-05
1.8695793839700443e-05 -1.9421595283121068e-05 1.69828608243189e-12 2.050008235124547e-11 -1.7160070510839172e-11 -4.015594472055034e-05
1.1157965623041549e-05 -1.1591370841646365e-05 1.8535418524120698e-31 2.2366702995570348e-30 -1.8723008512920228e-30 -2.396553463768214e-05
1.5648838819131766e-05 -1.6256455449975275e-05 0.0 0.0 0.0 -3.361089329700917e-05
1.46935900375015e-05 -1.5263151821134443e-05 0.0 0.0 0.0 -3.155896411044523e-05
1.0310377742154812e-25 -1.0711117479298626e-25 0.0 0.0 0.0 -2.2145736565695383e-25
1.3500753852086067e-13 -1.4026270993185896e-13 -4.3782915722560515e-34 -5.0261956532207375e-34 4.214634770802402e-34 -2.899829085623723e-13
2.360349543693949e-29 2.8151105064255586e-29 4.489964477226946e-29 7.676516245674199e-29 -6.429179217595446e-29 -4.5460614652847827e-32
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
-1.8946196846715182e-07 2.3661391924172547e-07 7.614108350010526e-06 8.74127102162964e-06 -7.329318505180708e-06 4.4523839087271755e-07
-2.0472987689314043e-05 2.1268933477136328e-05 2.141218073731677e-13 2.458153188013455e-13 -2.0611446369046456e-13 4.397339216689464e-05
-1.8216249602416617e-21 1.8923492255342057e-21 2.3570152306906366e-43 2.7059456263686652e-43 -2.2688619657578395e-43 3.912561066201553e-21
3.834959425907316e-15 -3.983871124400647e-15 0.0 0.0 0.0 -8.236879568983193e-15
-1.4323557760564747e-10 1.4879453067923249e-10 0.0 0.0 0.0 3.076448262806508e-10
2.032567258182419e-05 -2.111490461602883e-05 6.834251440008344e-11 1.1684144832099066e-10 -9.786339182344814e-11 -4.3656131380050146e-05
1.1443747903252835e-05 -1.1887704230898309e-05 7.530102446106477e-41 1.2874125470920355e-40 -1.0782503343012448e-40 -2.457903974573128e-05
2.723081944489519e-06 -2.828942254659696e-06 0.0 0.0 0.0 -5.848865384905366e-06
6.1066133811683955e-06 -6.344087805600403e-06 0.0 0.0 0.0 -1.311632149736397e-05
1.074424334661183e-05 -1.1162324578555735e-05 0.0 0.0 0.0 -2.3077955120243132e-05
1.112005786505787e-11 -1.1552126287724192e-11 0.0 0.0 0.0 -2.3884403135832066e-11
1.2252503746631276e-41 -1.272826583279592e-41 0.0 0.0 0.0 -2.6316385160020065e-41
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
-0.00010655890125226724 -0.0016474217645121392 -0.0014987593485230142 -0.0025622825033700942 0.0021461579903072022 -0.0014619019739162404
-6.491703506376408e-05 0.0006390321936581689 0.0011357468564452244 0.001515427724363853 -0.0013182758654409577 0.0004006963477306958
0.0007966732141511172 -0.0006730218099828257 9.200010798924375e-05 0.00016935392871700157 -0.00014878906368266163 -0.0016042520267349472
-1.752991373265905e-05 7.417070767560124e-05 2.8429128560184493e-05 5.3536736548399105e-05 -4.877410061786066e-05 6.782036310597112e-05
5.088030752664679e-06 2.6699666339229795e-05 1.8357285781423417e-06 1.33440158089652e-05 -1.390632920382959e-05 3.338245623303341e-06
-1.3370645078266505e-05 -1.5955489815386312e-05 -3.492486825171234e-05 -5.7536338676731976e-05 4.608852072224015e-05 -1.2647292286131697e-05
-1.3305931922770465e-05 -1.5867609171180038e-05 -2.530871911277803e-05 -4.58467858981961e-05 3.668641741639889e-05 -1.025019252378749e-05
-3.0743679713868564e-05 -3.666338453575471e-05 -5.8471046499740984e-05 -9.996848715559577e-05 8.373306130597686e-05 5.9204098004219663e-08
-2.942211783416688e-05 -3.514353109440025e-05 -5.600570419572127e-05 -9.574916672180747e-05 8.020876833856263e-05 -1.4916145726997945e-09
-4.46425458640234e-05 -5.323332398673255e-05 -8.490940253438447e-05 -0.00014515976803309858 0.0001215968038214543 8.596867051337318e-08
-3.4466093491507794e-05 -4.1102549846682224e-05 -6.555630863871164e-05 -0.00011207959350657826 9.387725278857226e-05 6.6374787818177e-08
-3.9588553590326426e-05 -4.7108709590876e-05 1.3661403918423926e-05 -2.6777714653152565e-05 2.2337854289245084e-05 1.7314309910620667e-07
-5.28048551603703e-05 -6.288778219819276e-05 -2.808066989369698e-05 -8.87876182481952e-05 7.429674421182778e-05 1.8050253666547455e-07
-5.087287305784634e-05 -6.058211977817803e-05 -2.4167388972142e-05 -8.22258967425441e-05 6.880187950228692e-05 1.7703680749818517e-07
0.0001611386653089246 -0.000744238666424246 0.000977211767030139 0.0008420779274874984 -0.0007068940462044894 -0.0009009005466965878
0.0005172465331798476 -0.0005868302928224997 -2.5678321413028158e-05 0.00010050028580389339 -6.572658350509036e-05 -0.0010486935736103724
-7.253525480616088e-05 0.00010945141131612955 3.557912293139122e-05 0.00011121048794077215 -8.397900714925828e-05 0.00024323660082057615
-2.3946815757016764e-05 4.465752372579456e-05 2.3054950105785584e-05 6.843988179788682e-05 -5.1225727832705446e-05 0.00010680908136474003
-3.850771323401746e-06 1.7922051184383618e-05 1.5185648092819816e-05 4.739634007009978e-05 -3.513432288027781e-05 4.888971670174797e-05
-2.470927410673534e-06 1.3307952325692e-05 1.13274799375849e-05 3.63148067551769e-05 -2.676838923774663e-05 3.740575834190437e-05
