timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5 actual_digital_input_bits joint_temperatures_0 joint_temperatures_1 joint_temperatures_2 joint_temperatures_3 joint_temperatures_4 joint_temperatures_5 actual_execution_time robot_mode joint_mode_0 joint_mode_1 joint_mode_2 joint_mode_3 joint_mode_4 joint_mode_5 safety_status actual_tool_accelerometer_0 actual_tool_accelerometer_1 actual_tool_accelerometer_2 speed_scaling target_speed_fraction actual_momentum actual_main_voltage actual_robot_voltage actual_robot_current actual_joint_voltage_0 actual_joint_voltage_1 actual_joint_voltage_2 actual_joint_voltage_3 actual_joint_voltage_4 actual_joint_voltage_5 actual_digital_output_bits runtime_state joint_position_deviation_ratio
242.54 -3.7105653921710413 -2.0582691631712855 -1.886815071105957 -0.5791891378215333 2.116410732269287 -2.2022135893451136 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.73467623449183e-18 3.8723260938254027 1.7820472107183003 0.3883693992840017 0.19062535565734345 0.0 6.809807902543021e-17 39.26438612487767 18.211654316215437 3.098128278203938 1.5183181803270933 0.0 -3.710552994404928 -2.0582691631712855 -1.8867921829223633 -0.5791891378215333 2.1164345741271973 -2.2022135893451136 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.26952892541885376 3.4492948055267334 1.858046293258667 0.0948285460472107 0.11532671749591827 -0.030483610928058624 6.73467623449183e-18 3.8723260938254027 1.7820472107183003 0.3883693992840017 0.19062535565734345 0.0 -0.5276658070339741 0.31776171567947087 0.03429737888240644 2.7167435701167943 0.15302911735557165 -0.6470769605544504 0.0 0.0 0.0 0.0 0.0 0.0 0.06752418650184804 -0.4099020298792834 0.15389148540142158 0.007275376352665694 -0.005713851261078609 -0.006118943627390993 -0.5276495644051131 0.3177672986909083 0.034284342533911605 2.716763839377261 0.15300122387374004 -0.6470387065951348 0.0 0.0 0.0 0.0 0.0 0.0 131072 26.5625 27.0625 27.125 30.5625 32.6875 33.6875 0.631944 7 253 253 253 253 253 253 1 4.041412353515625 -2.470816135406494 -8.33182144165039 0.0 1.0 0.0 47.74688720703125 47.77196502685547 0.5091454982757568 47.6995964050293 47.6279296875 47.68526077270508 47.5562629699707 47.64226531982422 47.51326370239258 0 1 0.000362396240234375
242.548 -3.7105653921710413 -2.0582691631712855 -1.886815071105957 -0.5791891378215333 2.116410732269287 -2.2022135893451136 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.0804085053761065e-16 3.8722916911525567 1.7819204267066715 0.3883474757462069 0.19063588803013223 0.0 -2.1036174252698754e-15 39.264037290663396 18.210358645383195 3.097953388182928 1.5184020699703786 0.0 -3.710541550313131 -2.0582572422423304 -1.8868398666381836 -0.5791652959636231 2.1163992881774902 -2.2022135893451136 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.27817752957344055 3.4173765182495117 1.7968339920043945 0.11143829673528671 0.10105066001415253 -0.013529948890209198 -2.0804085053761065e-16 3.8722916911525567 1.7819204267066715 0.3883474757462069 0.19063588803013223 0.0 -0.5276510977847032 0.31775419452391945 0.03428310863534961 2.7167723746867165 0.1530367568776748 -0.6470382847601708 0.0 0.0 0.0 0.0 0.0 0.0 -0.047023522246059254 -0.2716821752897439 -0.028778417892630775 0.005065173013086229 -0.005397721553955465 -0.0021098338576997816 -0.5276495644051131 0.3177672986909083 0.034284342533911605 2.716763839377261 0.15300122387374004 -0.6470387065951348 0.0 0.0 0.0 0.0 0.0 0.0 131072 26.5625 27.0625 27.125 30.5625 32.6875 33.6875 0.629172 7 253 253 253 253 253 253 1 3.9264907836914062 -2.5474305152893066 -8.370129585266113 0.0 1.0 0.0 47.737037658691406 47.78718948364258 0.5113813281059265 47.65659713745117 47.61359786987305 47.6995964050293 47.51326370239258 47.6279296875 47.48460006713867 0 1 0.0002384185791015625
242.55599999999998 -3.7105653921710413 -2.0582691631712855 -1.886815071105957 -0.5791891378215333 2.116410732269287 -2.2022135893451136 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.3122339647748108e-16 3.8724164495599966 1.7819052386569316 0.38834956235242807 0.1906208632001491 0.0 -1.3268731728397845e-15 39.265302308681854 18.210203430914163 3.0979700336080085 1.5182823982066667 0.0 -3.710517708455221 -2.0582572422423304 -1.8867921829223633 -0.5792015355876465 2.1163992881774902 -2.2021897474872034 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.27555564045906067 3.415177345275879 1.792250394821167 0.11020393669605255 0.10094552487134933 -0.017725203186273575 -1.3122339647748108e-16 3.8724164495599966 1.7819052386569316 0.38834956235242807 0.1906208632001491 0.0 -0.5276721736742145 0.31775019735441795 0.034297746896087916 2.716767318266481 0.15304107614754367 -0.6470385352686874 0.0 0.0 0.0 0.0 0.0 0.0 -0.008381369456724911 -0.20682382538071928 0.040351890177709564 0.0006266461868042613 -0.006768949489448326 -0.0026852418383319435 -0.5276495644051131 0.3177672986909083 0.034284342533911605 2.716763839377261 0.15300122387374004 -0.6470387065951348 0.0 0.0 0.0 0.0 0.0 0.0 131072 26.5625 27.0625 27.125 30.5625 32.6875 33.6875 0.636181 7 253 253 253 253 253 253 1 4.003105163574219 -2.5282769203186035 -8.216899871826172 0.0 1.0 0.0 47.74061965942383 47.780025482177734 0.49571460485458374 47.65659713745117 47.6279296875 47.68526077270508 47.51326370239258 47.599266052246094 47.48460006713867 0 1 0.00035762786865234375
242.564 -3.7105653921710413 -2.0582691631712855 -1.886815071105957 -0.5791891378215333 2.116410732269287 -2.2022135893451136 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -7.234416678970611e-17 3.872361498157978 1.781943364314596 0.38835157049525243 0.19062793443103204 0.0 -7.315123423221315e-16 39.264745115662805 18.210593056561446 3.0979860531092416 1.5183387200866696 0.0 -3.7105653921710413 -2.058209081689352 -1.8868284225463867 -0.5792139333537598 2.116410732269287 -2.2022011915790003 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.293701708316803 3.405062675476074 1.8379037380218506 0.10250017046928406 0.10657742619514465 -0.008996671065688133 -7.234416678970611e-17 3.872361498157978 1.781943364314596 0.38835157049525243 0.19062793443103204 0.0 -0.5276457804438937 0.31776481968801157 0.03431219879441744 2.716768685277561 0.15299330460850358 -0.6470615497623352 0.0 0.0 0.0 0.0 0.0 0.0 -0.14578551392249645 -0.17804756075611824 -0.24694932140891984 8.109316354704501e-05 -0.0025903835405179628 -0.002816102006976306 -0.5276495644051131 0.3177672986909083 0.034284342533911605 2.716763839377261 0.15300122387374004 -0.6470387065951348 0.0 0.0 0.0 0.0 0.0 0.0 131072 26.5625 27.0625 27.125 30.5625 32.6875 33.6875 0.63414 7 253 253 253 253 253 253 1 3.907337188720703 -2.470816135406494 -8.370129585266113 0.0 1.0 0.0 47.749576568603516 47.79435729980469 0.5606174468994141 47.64226531982422 47.61359786987305 47.68526077270508 47.61359786987305 47.6279296875 47.44160079956055 0 1 0.0001239776611328125
242.572 -3.7105653921710413 -2.0582691631712855 -1.886815071105957 -0.5791891378215333 2.116410732269287 -2.2022135893451136 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.730074154693177e-17 3.872414857551672 1.7819963071970477 0.3883519556780052 0.19062051714633907 0.0 -6.805154482201818e-16 39.26528616612876 18.2111341070274 3.0979891258167744 1.5182796419112654 0.0 -3.7105777899371546 -2.0583049259581507 -1.8868398666381836 -0.5791891378215333 2.116386890411377 -2.2022011915790003 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.29530543088912964 3.4489903450012207 1.8709311485290527 0.10536367446184158 0.11115851253271103 -0.010552430525422096 -6.730074154693177e-17 3.872414857551672 1.7819963071970477 0.3883519556780052 0.19062051714633907 0.0 -0.5276286430958623 0.31776990844249836 0.03424849459049406 2.716772517606616 0.15294116000615285 -0.6469516282039987 0.0 0.0 0.0 0.0 0.0 0.0 -0.04161163416029016 -0.33080160412139353 -0.03837772288020343 0.00254806752816008 -0.00590106738100658 -0.002232284875149856 -0.5276495644051131 0.3177672986909083 0.034284342533911605 2.716763839377261 0.15300122387374004 -0.6470387065951348 0.0 0.0 0.0 0.0 0.0 0.0 131072 26.5625 27.0625 27.125 30.5625 32.6875 33.6875 0.644725 7 253 253 253 253 253 253 1 4.022258758544922 -2.4899697303771973 -8.236053466796875 0.0 1.0 0.0 47.72002029418945 47.77375411987305 0.5382378697395325 47.61359786987305 47.64226531982422 47.6279296875 47.51326370239258 47.6279296875 47.48460006713867 0 1 0.0002288818359375
242.57999999999998 -3.7105653921710413 -2.0582691631712855 -1.886815071105957 -0.5791891378215333 2.116410732269287 -2.2022135893451136 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.352032164946285e-17 3.8724109021649147 1.781853410941928 0.38833281200134934 0.19063447442212444 0.0 4.400583190204223e-16 39.26524605952896 18.20967377691624 3.0978364115037884 1.5183908106773498 0.0 -3.710552994404928 -2.0582453213133753 -1.8868284225463867 -0.5792015355876465 2.116410732269287 -2.2022011915790003 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.2662274241447449 3.455432891845703 1.814337134361267 0.09746003150939941 0.11209338903427124 -0.011090880259871483 4.352032164946285e-17 3.8724109021649147 1.781853410941928 0.38833281200134934 0.19063447442212444 0.0 -0.5276481078026797 0.31775728081404303 0.03429167384710702 2.7167590638939063 0.15300031757804075 -0.647029360551785 0.0 0.0 0.0 0.0 0.0 0.0 -0.0081732383943912 -0.3011808433264195 -0.18948045933250776 -0.0005726744241299883 -0.003111034810746053 -0.0037063293485698145 -0.5276495644051131 0.3177672986909083 0.034284342533911605 2.716763839377261 0.15300122387374004 -0.6470387065951348 0.0 0.0 0.0 0.0 0.0 0.0 131072 26.5625 27.0625 27.125 30.5625 32.6875 33.6875 0.6315 7 253 253 253 253 253 253 1 4.041412353515625 -2.5474305152893066 -8.350975036621094 0.0 1.0 0.0 47.723602294921875 47.756744384765625 0.5203352570533752 47.64226531982422 47.599266052246094 47.670928955078125 47.5275993347168 47.599266052246094 47.44160079956055 0 1 0.000476837158203125
242.588 -3.7105653921710413 -2.0582691631712855 -1.886815071105957 -0.5791891378215333 2.116410732269287 -2.2022135893451136 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -4.1880133779709786e-17 3.8723878284625477 1.7818305173476139 0.38832596467189506 0.19064282572360922 0.0 -4.2347346188965864e-16 39.26501209814836 18.209439815535646 3.0977817884952517 1.518457328233894 0.0 -3.7105653921710413 -2.0582572422423304 -1.886815071105957 -0.5791891378215333 2.116363048553467 -2.2022255102740687 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.2315056324005127 3.420647144317627 1.8278290033340454 0.09679540991783142 0.10943381488323212 -0.02619575709104538 -4.1880133779709786e-17 3.8723878284625477 1.7818305173476139 0.38832596467189506 0.19064282572360922 0.0 -0.5276456799095913 0.3177786203490821 0.03428467557634801 2.7168153408333686 0.15301841747137876 -0.6470279626572789 0.0 0.0 0.0 0.0 0.0 0.0 -0.08707812439072485 -0.17044688034893674 -0.13260629383581793 -0.0004812331718382864 -0.0039127300059516555 0.00022481180028938457 -0.5276495644051131 0.3177672986909083 0.034284342533911605 2.716763839377261 0.15300122387374004 -0.6470387065951348 0.0 0.0 0.0 0.0 0.0 0.0 131072 26.5625 27.0625 27.125 30.5625 32.6875 33.6875 0.627648 7 253 253 253 253 253 253 1 3.9647979736328125 -2.4133553504943848 -8.40843677520752 0.0 1.0 0.0 47.72897720336914 47.78450393676758 0.5583816170692444 47.670928955078125 47.61359786987305 47.68526077270508 47.48460006713867 47.6279296875 47.4559326171875 0 1 0.000476837158203125
242.59599999999998 -3.7105653921710413 -2.0582691631712855 -1.886815071105957 -0.5791891378215333 2.116410732269287 -2.2022135893451136 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -6.942492936475855e-17 3.8723110895487576 1.781939673683421 0.38834965250544623 0.1906170220756437 0.0 -7.019942995927807e-16 39.26423398538904 18.210555340108836 3.097970752783143 1.518251803907449 0.0 -3.710541550313131 -2.0582930050291957 -1.886815071105957 -0.5791776937297364 2.116410732269287 -2.20217734972109 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.33418285846710205 3.464787483215332 1.8226501941680908 0.11654979735612869 0.1068660169839859 -0.011317256838083267 -6.942492936475855e-17 3.8723110895487576 1.781939673683421 0.38834965250544623 0.1906170220756437 0.0 -0.527656691005379 0.3177544571613671 0.0342713128662403 2.7167511739388805 0.15297872700374415 -0.6470067424832322 0.0 0.0 0.0 0.0 0.0 0.0 -0.08944385537158535 -0.2998024292734516 -0.25164882159178537 0.0034594757485820527 -0.005426113230216826 -0.0016581932736433169 -0.5276495644051131 0.3177672986909083 0.034284342533911605 2.716763839377261 0.15300122387374004 -0.6470387065951348 0.0 0.0 0.0 0.0 0.0 0.0 131072 26.5625 27.0625 27.125 30.5625 32.6875 33.6875 0.627576 7 253 253 253 253 253 253 1 4.003105163574219 -2.470816135406494 -8.33182144165039 0.0 1.0 0.0 47.74778747558594 47.77286148071289 0.44871434569358826 47.65659713745117 47.599266052246094 47.670928955078125 47.498931884765625 47.570594787597656 47.44160079956055 0 1 0.0002384185791015625
242.60399999999998 -3.7105653921710413 -2.0582691631712855 -1.886815071105957 -0.5791891378215333 2.116410732269287 -2.2022135893451136 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.4604541783878996e-16 3.8723382286309174 1.78192027642415 0.3883482199000307 0.19062841892539362 0.0 1.476746922792248e-15 39.2645091686704 18.21035710956904 3.0979593245002826 1.5183425790517842 0.0 -3.7105653921710413 -2.0583049259581507 -1.8868284225463867 -0.5792015355876465 2.1164469718933105 -2.2022011915790003 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.24102410674095154 3.3861348628997803 1.786673903465271 0.1017877608537674 0.09765084832906723 -0.024368563666939735 1.4604541783878996e-16 3.8723382286309174 1.78192027642415 0.3883482199000307 0.19062841892539362 0.0 -0.5276416535717117 0.3177517487239727 0.034260302891206074 2.7167098313688336 0.15296250576278825 -0.6469828319904767 0.0 0.0 0.0 0.0 0.0 0.0 0.02579929263996686 -0.2905665401044804 -0.14269599745347922 0.0018620686933113239 -0.004711058412775583 -0.002502975598928424 -0.5276495644051131 0.3177672986909083 0.034284342533911605 2.716763839377261 0.15300122387374004 -0.6470387065951348 0.0 0.0 0.0 0.0 0.0 0.0 131072 26.5625 27.0625 27.125 30.5625 32.6875 33.6875 0.62754 7 253 253 253 253 253 253 1 3.907337188720703 -2.5282769203186035 -8.35097599029541 0.0 1.0 0.0 47.75047302246094 47.81316375732422 0.5874739289283752 47.65659713745117 47.64226531982422 47.670928955078125 47.5275993347168 47.65659713745117 47.5275993347168 0 1 0.0001239776611328125
242.612 -3.7105653921710413 -2.0582691631712855 -1.886815071105957 -0.5791891378215333 2.116410732269287 -2.2022135893451136 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.9780350913351236e-16 3.8724847367473827 1.7818803458596746 0.38834202673486995 0.19063314237084594 0.0 -3.0112578827710462e-15 39.26599472311905 18.209949038653466 3.097909919938153 1.5183802009782028 0.0 -3.7105777899371546 -2.058316846887106 -1.8868036270141602 -0.5792015355876465 2.1164231300354004 -2.2021897474872034 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.2821928560733795 3.398033380508423 1.7984113693237305 0.11520157754421234 0.1014309823513031 -0.02965354360640049 -2.9780350913351236e-16 3.8724847367473827 1.7818803458596746 0.38834202673486995 0.19063314237084594 0.0 -0.5276443639970796 0.31776945179710864 0.03425978679660624 2.7167389174189234 0.1529333245746927 -0.64698437132031 0.0 0.0 0.0 0.0 0.0 0.0 -0.07417093255197674 -0.13293446577583712 -0.17853408339025081 -0.002964082450370249 -0.00763311684789561 -0.0001355022329436249 -0.5276495644051131 0.3177672986909083 0.034284342533911605 2.716763839377261 0.15300122387374004 -0.6470387065951348 0.0 0.0 0.0 0.0 0.0 0.0 131072 26.5625 27.0625 27.125 30.5625 32.6875 33.6875 0.635185 7 253 253 253 253 253 253 1 3.9839515686035156 -2.5091233253479004 -8.370128631591797 0.0 1.0 0.0 47.73524856567383 47.77017593383789 0.5292839407920837 47.65659713745117 47.61359786987305 47.6279296875 47.48460006713867 47.61359786987305 47.4559326171875 0 1 0.0005960464477539062
